股票代码,股票名称,建议买入价
600315,上海家化,19.87
000933,神火股份,30.18
001286,陕西能源,10.49
600031,三一重工,19.35
000975,山金国际,26.51
600352,浙江龙盛,12.06
601225,陕西煤业,22.83
000807,云铝股份,31.07
000729,燕京啤酒,12.15
002299,圣农发展,17.92
600256,广汇能源,5.95
002159,三特索道,15.68
600754,锦江酒店,23.47
600900,长江电力,25.54
002128,电投能源,30.13
601083,锦江航运,11.52
601156,东航物流,15.46
