股票代码,股票名称,建议买入价
600801,华新建材,16.22
600900,长江电力,25.49
002746,仙坛股份,5.04
000729,燕京啤酒,9.6
601083,锦江航运,9.87
002159,三特索道,12.38
600315,上海家化,16.44
000975,山金国际,16.84
603238,诺邦股份,11.11
002299,圣农发展,15.24
600031,三一重工,17.07
