股票代码,股票名称,综合分
600688,,85.63
600123,,81.52
002981,,81.5
603313,,80.45
603856,,79.83
688538,,79.81
601369,,79.81
601117,,79.76
000012,,79.61
000552,,79.28
601330,,78.66
688309,,78.52
603039,,78.48
001382,,78.3
000425,,78.24
688303,,78.06
603377,,77.68
689009,,77.52
002597,,77.22
600516,,76.98
600058,,76.81
688065,,76.54
600801,,76.12
600023,,76.11
603680,,76.1
600576,,76.0
301592,,75.88
301251,,75.84
000598,,75.67
002206,,75.65
600793,,75.57
601669,,75.55
002584,,75.5
600076,,75.27
600063,,75.12
002374,,75.05
000404,,75.03
600029,,74.96
605028,,74.94
600279,,74.93
