num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,capital_scale,cash_pct,signals_days,codes_count,start,end
0,100000.0,99891.98,-0.11,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,"relativity,theme",forward,20260731,20260803,2026-07-31,2026-07-31,3,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.30000000000000004,0.3,70,1,24,2026-07-31,2026-08-03
