板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
电力,3,2,0,1,2,2.0,8.0,+1.0
核电,2,0,0,0,0,0.0,4.0,NEW
光伏,1,2,0,1,2,2.0,4.0,NEW
农业,1,1,0,18,6,1.0,3.0,-2.0
教育,1,1,0,18,6,1.0,3.0,+1.0
消费,1,0,0,5,11,0.0,2.0,+0.0
