板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
金融,1,3,0,0,0,3.0,5.0,NEW
人工智能,1,3,3,11,29,0.8,2.8,-1.2
