股票代码,股票名称,综合分
600475,华光环能,100.0
002174,游族网络,91.29
605198,安德利,68.05
300897,山科智能,59.71
300995,奇德新材,53.74
600882,妙可蓝多,52.87
603879,永悦科技,50.89
600548,深高速,50.6
000729,燕京啤酒,49.11
002930,宏川智慧,48.36
601811,新华文轩,47.52
300347,泰格医药,47.41
002461,珠江啤酒,46.6
603707,健友股份,46.28
000679,大连友谊,46.01
605005,合兴股份,45.65
300138,晨光生物,45.49
603167,渤海轮渡,44.92
600886,国投电力,44.63
002898,赛隆退,44.18
002032,苏 泊 尔,43.75
000429,粤高速Ａ,43.56
600573,惠泉啤酒,43.43
600012,皖通高速,43.41
600377,宁沪高速,43.24
603137,恒尚节能,42.91
600919,江苏银行,42.76
000338,潍柴动力,41.88
600420,国药现代,41.55
002412,汉森制药,41.47
605377,华旺科技,41.16
600674,川投能源,40.96
000951,中国重汽,40.87
