code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600737,2025-09-01,2025-09-02,15.906,17.463,100,9.79,take_partial_final
600547,2025-09-01,2025-09-02,33.533,35.345,100,5.4,take_partial_final
601288,2025-09-01,2025-09-04,6.767,7.253,100,7.18,take_partial
600118,2025-09-01,2025-09-04,37.963,32.236,100,-15.09,stop_hard
601288,2025-09-01,2025-09-05,6.767,7.043,200,4.08,take_partial_final
601606,2025-09-01,2025-09-05,71.061,52.727,100,-25.8,stop_hard
600967,2025-09-01,2025-09-05,25.836,18.801,100,-27.23,stop_hard
600629,2025-09-01,2025-09-05,12.623,10.718,100,-15.09,stop_hard
300192,2025-09-01,2025-09-15,15.586,13.556,100,-13.02,max_hold
002396,2025-09-01,2025-09-15,25.626,24.016,100,-6.28,max_hold
600346,2025-09-01,2025-09-15,17.257,16.513,100,-4.31,max_hold
603215,2025-09-01,2025-09-15,21.451,20.25,100,-5.6,max_hold
