日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260417,消费,7.6000000000000005,观察,000921,海信家电,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,000978,桂林旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,002059,云南旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,002627,三峡旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,002707,众信旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,300859,西域旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,600054,黄山旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,600749,西藏旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,603199,九华旅游,消费|白酒|食品饮料|家电
20260417,消费,7.6000000000000005,观察,603402,陕西旅游,消费|白酒|食品饮料|家电
20260417,物流,7.2,观察,000520,凤凰航运,物流|快递|航运|港口
20260417,物流,7.2,观察,001872,招商港口,物流|快递|航运|港口
20260417,物流,7.2,观察,002468,申通快递,物流|快递|航运|港口
20260417,物流,7.2,观察,300013,新宁物流,物流|快递|航运|港口
20260417,物流,7.2,观察,600125,铁龙物流,物流|快递|航运|港口
20260417,物流,7.2,观察,600603,广汇物流,物流|快递|航运|港口
20260417,物流,7.2,观察,601083,锦江航运,物流|快递|航运|港口
20260417,物流,7.2,观察,601156,东航物流,物流|快递|航运|港口
20260417,物流,7.2,观察,603117,万林物流,物流|快递|航运|港口
20260417,物流,7.2,观察,603128,华贸物流,物流|快递|航运|港口
20260417,物流,7.2,观察,603565,中谷物流,物流|快递|航运|港口
20260417,物流,7.2,观察,603569,长久物流,物流|快递|航运|港口
20260417,物流,7.2,观察,603967,中创物流,物流|快递|航运|港口
20260417,机器人,7.0,观察,300024,机器人,机器人|人形机器人|工业机器人|减速器
20260417,军工,5.2,观察,002151,北斗星通,军工|国防|航空发动机|卫星
20260417,军工,5.2,观察,002648,卫星化学,军工|国防|航空发动机|卫星
20260417,军工,5.2,观察,600118,中国卫星,军工|国防|航空发动机|卫星
20260417,军工,5.2,观察,600150,中国船舶,军工|国防|航空发动机|卫星
20260417,军工,5.2,观察,601606,长城军工,军工|国防|航空发动机|卫星
20260417,军工,5.2,观察,688543,国科军工,军工|国防|航空发动机|卫星
20260417,锂电,5.2,观察,688353,华盛锂电,锂电|锂电池|固态电池|碳酸锂
20260417,锂电,5.2,观察,920252,天宏锂电,锂电|锂电池|固态电池|碳酸锂
20260417,锂电,5.2,观察,920523,德瑞锂电,锂电|锂电池|固态电池|碳酸锂
20260417,电力,3.3,观察,000537,绿发电力,电力|火电|水电|核电
20260417,电力,3.3,观察,000539,粤电力Ａ,电力|火电|水电|核电
20260417,电力,3.3,观察,000543,皖能电力,电力|火电|水电|核电
20260417,电力,3.3,观察,000561,烽火电子,电力|火电|水电|核电
20260417,电力,3.3,观察,000767,晋控电力,电力|火电|水电|核电
20260417,电力,3.3,观察,000966,长源电力,电力|火电|水电|核电
20260417,电力,3.3,观察,000993,闽东电力,电力|火电|水电|核电
20260417,电力,3.3,观察,001289,龙源电力,电力|火电|水电|核电
20260417,电力,3.3,观察,002039,黔源电力,电力|火电|水电|核电
20260417,电力,3.3,观察,002366,融发核电,电力|火电|水电|核电
20260417,电力,3.3,观察,300407,凯发电气,电力|火电|水电|核电
20260417,电力,3.3,观察,301155,海力风电,电力|火电|水电|核电
20260417,电力,3.3,观察,301439,泓淋电力,电力|火电|水电|核电
20260417,电力,3.3,观察,301609,山大电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600021,上海电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600023,浙能电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600101,明星电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600236,桂冠电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600292,电投水电,电力|火电|水电|核电
20260417,电力,3.3,观察,600452,涪陵电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600505,西昌电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600578,京能电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600644,乐山电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600744,华银电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600795,国电电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600831,广电网络,电力|火电|水电|核电
20260417,电力,3.3,观察,600886,国投电力,电力|火电|水电|核电
20260417,电力,3.3,观察,600900,长江电力,电力|火电|水电|核电
20260417,电力,3.3,观察,601016,节能风电,电力|火电|水电|核电
20260417,电力,3.3,观察,601985,中国核电,电力|火电|水电|核电
20260417,电力,3.3,观察,601991,大唐发电,电力|火电|水电|核电
20260417,电力,3.3,观察,603530,神马电力,电力|火电|水电|核电
20260417,电力,3.3,观察,603556,海兴电力,电力|火电|水电|核电
20260417,电力,3.3,观察,688597,煜邦电力,电力|火电|水电|核电
20260417,电力,3.3,观察,688660,电气风电,电力|火电|水电|核电
20260417,电力,3.3,观察,920046,亿能电力,电力|火电|水电|核电
20260417,电力,3.3,观察,920299,灿能电力,电力|火电|水电|核电
20260417,核电,3.3,观察,002366,融发核电,核电|核电机组|核能
20260417,核电,3.3,观察,601985,中国核电,核电|核电机组|核能
20260417,一带一路,1.8,观察,002640,跨境通,一带一路|出海|外贸|跨境
20260417,石油石化,0.19999999999999996,观察,000554,泰山石油,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,000703,恒逸石化,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,000852,石化机械,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,002267,陕天然气,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,002493,荣盛石化,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,300164,通源石油,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,600028,中国石化,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,600346,恒力石化,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,600688,上海石化,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,600871,石化油服,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,601857,中国石油,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,603353,和顺石油,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,603393,新天然气,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,603619,中曼石油,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,603689,皖天然气,石油|石化|天然气|油气
20260417,石油石化,0.19999999999999996,观察,688669,聚石化学,石油|石化|天然气|油气
20260417,航空机场,0.19999999999999996,观察,000089,深圳机场,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,000697,炼石航空,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,002928,华夏航空,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,300581,晨曦航空,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,300900,广联航空,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,600004,白云机场,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,600009,上海机场,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,600029,南方航空,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,600316,洪都航空,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,600515,海南机场,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,601021,春秋航空,航空|机场|民航|飞机
20260417,航空机场,0.19999999999999996,观察,603885,吉祥航空,航空|机场|民航|飞机
20260417,农业,-1.2999999999999998,观察,000816,智慧农业,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,000860,顺鑫农业,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,001313,粤海饲料,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,002041,登海种业,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,002321,华英农业,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,300189,神农种业,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,600313,农发种业,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,600354,敦煌种业,农业|种业|养殖|猪肉
20260417,农业,-1.2999999999999998,观察,601288,农业银行,农业|种业|养殖|猪肉
