股票代码,股票名称,综合分
300076,*ST宁视,100.0
002223,鱼跃医疗,100.0
300010,ST豆神,100.0
000915,华特达因,100.0
300314,戴维医疗,100.0
603277,银都股份,100.0
300068,ST南都,99.02
002614,奥佳华,98.95
300514,友讯达,98.47
300123,ST亚光,98.08
601107,四川成渝,97.54
603569,长久物流,96.14
300452,山河药辅,96.12
600704,物产中大,95.95
600620,天宸股份,95.79
002523,天桥起重,95.44
605339,南侨食品,95.38
605577,龙版传媒,95.37
000655,金岭矿业,95.26
600039,四川路桥,95.13
000581,威孚高科,95.05
600273,嘉化能源,94.53
002373,千方科技,94.3
603313,梦百合,94.11
603282,亚光股份,93.88
301215,中汽股份,93.73
601956,东贝集团,93.26
300787,海能实业,93.23
000931,中 关 村,93.2
001277,速达股份,92.81
600782,新钢股份,92.71
600298,安琪酵母,92.47
000726,鲁  泰Ａ,92.36
300882,万胜智能,92.3
000932,华菱钢铁,92.24
002732,燕塘乳业,91.89
003003,天元股份,91.61
603566,普莱柯,91.54
002198,ST嘉应,91.34
300195,长荣股份,91.22
