股票代码,股票名称,建议买入价
002262,恩华药业,23.4
002128,电投能源,26.39
000887,中鼎股份,22.51
000983,山西焦煤,6.31
601857,中国石油,9.42
000807,云铝股份,29.99
001205,盛航股份,15.86
601898,中煤能源,12.39
600900,长江电力,25.07
600521,华海药业,16.4
603298,杭叉集团,26.09
600508,上海能源,8.31
601598,中国外运,5.65
000915,华特达因,29.95
600315,上海家化,22.28
601600,中国铝业,11.6
601225,陕西煤业,20.38
