日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260220,消费,16.0,中,000921,海信家电,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,000978,桂林旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,002059,云南旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,002627,三峡旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,002707,众信旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,300859,西域旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,600054,黄山旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,600749,西藏旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,603199,九华旅游,消费|白酒|食品饮料|家电
20260220,消费,16.0,中,603402,陕西旅游,消费|白酒|食品饮料|家电
20260220,军工,8.0,观察,002151,北斗星通,军工|国防|航空发动机|卫星
20260220,军工,8.0,观察,002648,卫星化学,军工|国防|航空发动机|卫星
20260220,军工,8.0,观察,600118,中国卫星,军工|国防|航空发动机|卫星
20260220,军工,8.0,观察,600150,中国船舶,军工|国防|航空发动机|卫星
20260220,军工,8.0,观察,601606,长城军工,军工|国防|航空发动机|卫星
20260220,军工,8.0,观察,688543,国科军工,军工|国防|航空发动机|卫星
20260220,汽车,7.6,观察,000550,江铃汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,000572,海马汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,000625,长安汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,000980,众泰汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,301560,众捷汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,600166,福田汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,600335,国机汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,600418,江淮汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,600609,金杯汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,600686,金龙汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,600741,华域汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,600960,渤海汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,601279,英利汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,601633,长城汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,603982,泉峰汽车,汽车|整车|汽车零部件|乘用车
20260220,汽车,7.6,观察,920030,德众汽车,汽车|整车|汽车零部件|乘用车
20260220,通信,1.6,观察,000586,汇源通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,002115,三维通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,002446,盛路通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,002465,海格通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,300136,信维通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,300394,天孚通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,300590,移为通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,300597,吉大通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,300711,广哈通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,600345,长江通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,600498,烽火通信,通信|5g|6g|光纤
20260220,通信,1.6,观察,600776,东方通信,通信|5g|6g|光纤
