股票代码,股票名称,综合分
002188,中天服务,75.46
603860,中公高科,75.19
002574,明牌珠宝,74.36
002910,庄园牧场,73.7
300717,华信新材,73.65
600883,博闻科技,73.42
002622,皓宸医疗,73.33
003016,欣贺股份,73.31
002593,日上集团,73.28
600455,博通股份,73.13
000663,永安林业,73.1
603151,邦基科技,73.09
002330,得利斯,73.08
003008,开普检测,72.9
002523,天桥起重,72.77
600104,上汽集团,72.77
600493,凤竹纺织,72.74
600202,哈空调,72.71
300614,百川畅银,72.39
300413,芒果超媒,72.35
300514,友讯达,72.32
002486,嘉麟杰,72.21
002551,尚荣医疗,72.19
002084,海鸥住工,72.14
300359,全通教育,72.11
603273,天元智能,72.09
300929,华骐环保,72.07
002732,燕塘乳业,72.02
300195,长荣股份,72.01
603168,莎普爱思,71.98
000868,安凯客车,71.96
002362,汉王科技,71.95
300169,天晟新材,71.91
002337,赛象科技,71.84
002513,蓝丰生化,71.71
002441,众业达,71.61
600448,华纺股份,71.58
000557,西部创业,71.55
301355,南王科技,71.46
603569,长久物流,71.41
