股票代码,股票名称,综合分
002511,中顺洁柔,72.24
600848,上海临港,72.21
300185,通裕重工,71.41
600754,锦江酒店,71.31
001239,永达股份,70.32
002204,大连重工,70.23
600051,宁波联合,70.21
000680,山推股份,69.98
601677,明泰铝业,69.57
000877,天山股份,69.47
605151,西上海,69.26
001269,欧晶科技,69.24
603291,联合水务,69.05
600011,华能国际,68.88
000612,焦作万方,68.79
000966,长源电力,68.63
002817,黄山胶囊,68.58
600982,宁波能源,68.54
603977,国泰集团,68.53
002799,环球印务,68.45
605011,杭州热电,68.21
600538,国发股份,68.18
600711,盛屯矿业,68.16
000408,藏格矿业,68.09
002783,凯龙股份,68.08
601399,国机重装,68.06
603937,丽岛新材,68.02
603558,健盛集团,68.01
601608,中信重工,68.01
603180,金牌家居,67.8
000528,柳    工,67.74
002977,*ST天箭,67.7
603909,建发合诚,67.62
600579,中化装备,67.58
000722,湖南发展,67.58
002928,华夏航空,67.46
000069,华侨城Ａ,67.4
000705,浙江震元,67.35
002121,科陆电子,67.2
002022,科华生物,67.16
