code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600642,2026-07-23,2026-07-24,8.809,8.521,200,-3.26,trend_break
600210,2026-07-23,2026-07-24,6.036,6.034,300,-0.03,trend_break
601717,2026-07-23,2026-07-24,15.265,15.325,100,0.39,trend_break
600098,2026-07-23,2026-07-24,6.286,6.184,400,-1.63,trend_break
001286,2026-07-23,2026-07-24,10.51,10.42,200,-0.87,trend_break
603983,2026-07-23,2026-07-24,30.27,31.748,100,4.88,take_partial_final
002396,2026-07-23,2026-07-27,35.295,29.971,100,-15.09,stop_hard
600000,2026-07-23,2026-07-30,8.929,9.7,100,8.64,take_partial
600323,2026-07-23,2026-07-30,30.11,31.548,100,4.78,take_partial_final
600000,2026-07-23,2026-07-31,8.929,9.5,100,6.4,take_partial_final
601918,2026-07-23,2026-08-03,9.61,9.221,200,-4.05,trend_break
600566,2026-07-23,2026-08-04,27.027,26.354,100,-2.49,max_hold
001872,2026-07-23,2026-08-04,22.112,22.188,100,0.34,max_hold
600886,2026-07-23,2026-08-04,14.825,14.505,100,-2.15,max_hold
