板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,2,14,1,9,19,13.0,17.0,NEW
机器人,1,12,0,1,5,12.0,14.0,NEW
农业,1,0,2,1,2,-2.0,0.0,NEW
