num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
16,100000.0,103087.91,3.09,-1.93,75.0,4.09,8.47,-9.05,2.81,1.22,cctv,forward,20260220,20260912,2026-02-20,2026-02-20,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.85,2.06,0,0.85,15,1,15,2026-02-20,2026-03-04,-1.24,-1.05,4.14
