num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end,bench_return,excess_return
2,100000.0,97514.84,-2.49,-2.56,50.0,1.19,9.09,-6.72,1.35,-0.47,"cctv,theme",forward,20260827,20260905,2026-08-27,2026-08-27,9,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.71,2.19,0,0.71,29,1,11,2026-08-27,2026-09-05,-1.78,-0.71
