股票代码,股票名称,综合分
600183,生益科技,100.0
688256,寒武纪,100.0
688608,恒玄科技,100.0
688260,昀冢科技,100.0
000021,深科技,94.49
000725,京东方Ａ,94.49
002106,莱宝高科,94.49
002137,实益达,94.49
300223,北京君正,94.49
300394,天孚通信,94.49
603083,剑桥科技,94.49
603678,火炬电子,94.49
688110,东芯股份,94.49
688469,芯联集成,94.49
000737,北方铜业,85.85
000988,华工科技,85.85
002241,歌尔股份,85.85
002837,英维克,85.85
002851,麦格米特,85.85
300037,新宙邦,85.85
300308,中际旭创,85.85
300408,三环集团,85.85
300502,新易盛,85.85
300604,长川科技,85.85
300975,商络电子,85.85
300976,达瑞电子,85.85
301308,江波龙,85.85
301566,达利凯普,85.85
600176,中国巨石,85.85
600237,铜峰电子,85.85
600497,驰宏锌锗,85.85
600851,海欣股份,85.85
601168,西部矿业,85.85
601208,东材科技,85.85
603063,禾望电气,85.85
603328,依顿电子,85.85
603459,红板科技,85.85
605058,澳弘电子,85.85
688008,澜起科技,85.85
688498,源杰科技,85.85
