股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
600079,ST人福,1,Vol20,60.4,14.4,17.99,5.0,5397.0,17.99,16.799788594526973,18.235211405473024,17.5175,0.04,9.6
600926,杭州银行,1,Vol20,57.0,14.4,16.28,5.0,6512.0,16.28,15.601532657229448,16.49046734277055,16.046,0.04,7.6
600683,京投发展,2,PVCorr20/PVCorr60,53.7,7.8,11.64,5.0,5820.0,11.64,6.137410326665597,11.522589673334403,8.83,0.12,15.0
600018,上港集团,2,DistLo10/Vol20,51.1,14.4,5.07,4.6,5070.0,5.07,5.053566408341928,5.267933591658072,5.16075,0.04,2.1
600026,中远海能,1,PVCorr60,50.0,7.8,16.7,4.4,5010.0,16.7,14.961411077698507,17.9595889223015,16.460500000000003,0.0791,15.0
601607,上海医药,1,Vol20,49.7,14.4,16.49,4.3,4947.0,16.49,16.288674224943005,16.78932577505699,16.538999999999998,0.04,0.7
000750,国海证券,2,DistLo10/Vol20,49.1,14.4,3.75,4.2,4500.0,3.75,3.750571838272616,3.8784281617273844,3.8145000000000002,0.04,-2.9
601456,国联民生,1,Vol20,48.5,14.4,8.93,4.1,4465.0,8.93,8.848316637991806,9.106683362008193,8.9775,0.04,-0.5
600177,雅戈尔,1,Vol20,48.5,14.4,7.72,4.1,4632.0,7.72,7.400515943366147,7.731484056633852,7.566,0.04,3.0
601186,中国铁建,1,Vol20,47.3,14.4,6.05,3.9,4235.0,6.05,6.048484123390566,6.386515876609432,6.217499999999999,0.04,-1.7
601901,方正证券,1,Vol20,47.1,14.4,6.8260000000000005,3.8,4096.0,6.8260000000000005,6.8758347704907345,7.083165229509265,6.9795,0.04,-1.9
600598,北大荒,2,PVCorr60/Skew60,45.2,7.8,11.85,3.5,3555.0,11.85,11.697163349050864,12.446836650949134,12.072,0.04,-0.0
601377,兴业证券,1,Vol20,45.1,14.4,5.84,3.5,3504.0,5.84,5.839462590639182,6.1145374093608185,5.977,0.04,-3.9
603580,艾艾精工,2,PVCorr20/PVCorr60,45.0,7.8,52.91,3.4,5291.0,52.91,39.93630338932327,61.74789661067673,50.8421,0.12,15.0
601990,南京证券,1,Vol20,45.0,14.4,6.65,3.4,3990.0,6.65,6.646644722436228,6.896355277563769,6.771499999999999,0.04,-4.0
000538,云南白药,1,Vol20,44.9,14.4,50.03,3.4,5003.0,50.03,50.10782455763186,52.60617544236813,51.35699999999999,0.04,-4.1
000592,平潭发展,1,PVCorr60,42.0,7.8,6.46,2.9,3230.0,6.46,5.223146803822566,6.961853196177433,6.092499999999999,0.0786,15.0
001311,多利科技,1,PVCorr60,42.0,7.8,18.19,2.9,3638.0,18.19,13.856033649325653,18.357966350674353,16.107000000000003,0.0608,15.0
300290,ST荣科,1,PVCorr60,42.0,7.8,6.06,2.9,3030.0,6.06,3.590171301824498,6.9458286981755,5.267999999999999,0.12,15.0
600511,国药股份,1,Vol20,41.7,14.4,27.22,2.9,5444.0,27.22,26.996876640335312,28.233123359664685,27.615,0.04,-1.2
601169,北京银行,1,Vol20,41.1,14.4,4.96,2.8,2976.0,4.96,4.948788761224087,5.199211238775913,5.074,0.04,-1.4
300427,红相股份,1,Skew60,39.3,4.5,6.93,2.5,2772.0,6.93,5.635148942352985,7.502851057647015,6.569,0.1016,15.0
603601,再升科技,1,PVCorr60,38.1,7.8,9.81,2.3,2943.0,9.81,7.3207244735062975,10.167275526493702,8.744,0.0862,11.1
603317,天味食品,1,PVCorr60,36.2,7.8,14.28,2.0,2856.0,14.28,13.529412883256056,15.171587116743945,14.3505,0.0612,5.5
601018,宁波港,1,Vol20,35.9,14.4,3.3089999999999997,2.0,1985.0,3.3089999999999997,3.2907673176125667,3.455232682387433,3.3729999999999998,0.04,-5.3
