股票代码,股票名称,综合分
002057,中钢天源,100.0
603937,丽岛新材,100.0
301282,金禄电子,100.0
600458,时代新材,100.0
300572,安车检测,100.0
301086,鸿富瀚,100.0
688146,中船特气,100.0
002993,奥海科技,96.31
688020,方邦股份,95.74
002709,天赐材料,95.04
300390,天华新能,94.7
300408,三环集团,93.57
688786,悦安新材,93.12
000969,安泰科技,93.11
002903,宇环数控,92.15
603399,永杉锂业,91.97
300586,美联新材,91.95
000519,中兵红箭,91.28
301555,惠柏新材,91.11
300752,隆利科技,90.08
603281,江瀚新材,90.03
300433,蓝思科技,89.22
002388,新亚制程,89.04
603992,松霖科技,88.9
300057,万顺新材,88.65
300672,国科微,88.47
688275,万润新能,88.3
300241,瑞丰光电,86.36
603618,杭电股份,85.84
000628,高新发展,85.8
002617,露笑科技,85.77
600110,诺德股份,85.68
301511,德福科技,85.61
688148,芳源股份,85.33
300576,容大感光,84.93
002466,天齐锂业,84.77
300739,明阳电路,84.4
688353,华盛锂电,83.83
688411,海博思创,83.73
300964,本川智能,83.71
