股票代码,股票名称,综合分
600905,三峡能源,76.08
601158,重庆水务,74.45
601669,中国电建,74.33
600029,南方航空,74.2
600874,创业环保,73.99
600461,洪城环境,73.95
000958,电投产融,73.87
000538,云南白药,73.72
601033,永兴股份,73.67
002039,黔源电力,73.62
603213,镇洋发展,73.54
002981,朝阳科技,73.51
603508,思维列控,73.5
600600,XD青岛啤,73.35
603053,成都燃气,73.21
601186,中国铁建,73.07
688538,和辉光电,73.01
601868,中国能建,72.9
000404,长虹华意,72.59
600528,中铁工业,72.56
000598,兴蓉环境,72.54
002032,苏 泊 尔,72.41
601985,中国核电,72.37
301109,军信股份,72.34
603310,巍华新材,72.27
600900,长江电力,72.22
002091,江苏国泰,72.19
600511,国药股份,72.11
600023,浙能电力,72.05
600406,国电南瑞,72.05
601816,京沪高铁,72.02
001289,龙源电力,72.01
000429,粤高速Ａ,71.98
601200,上海环境,71.97
000028,国药一致,71.95
600887,伊利股份,71.88
002120,韵达股份,71.87
600741,华域汽车,71.83
000625,长安汽车,71.81
601377,兴业证券,71.78
