股票代码,股票名称,综合分
301049,超越科技,75.62
002437,誉衡药业,74.7
002593,日上集团,74.64
603280,南方路机,74.43
600620,天宸股份,74.35
301277,新天地,73.99
002836,新宏泽,73.3
301136,招标股份,73.08
601003,柳钢股份,72.81
601007,金陵饭店,72.79
601279,英利汽车,72.76
301060,兰卫医学,72.74
300768,迪普科技,72.72
000663,永安林业,72.71
000017,深中华A,72.63
002523,天桥起重,72.53
002188,中天服务,72.52
603329,上海雅仕,72.43
000603,盛达资源,72.29
300534,陇神戎发,72.21
600320,振华重工,72.18
603860,中公高科,72.17
600272,开开实业,72.08
002551,尚荣医疗,71.97
300359,全通教育,71.87
605001,威奥股份,71.86
002732,燕塘乳业,71.84
605122,四方新材,71.79
601865,福莱特,71.79
002020,京新药业,71.7
300169,天晟新材,71.68
300713,英可瑞,71.68
002614,奥佳华,71.59
603317,天味食品,71.57
600613,神奇制药,71.53
002873,新天药业,71.34
002065,东华软件,71.07
603151,邦基科技,71.02
002373,千方科技,71.0
300195,长荣股份,70.94
