股票代码,股票名称,综合分
688387,信科移动,100.0
002185,华天科技,100.0
000408,藏格矿业,100.0
002273,水晶光电,100.0
300012,华测检测,100.0
600584,长电科技,100.0
601108,财通证券,100.0
603993,洛阳钼业,100.0
688079,美迪凯,100.0
688347,华虹宏力,95.62
000060,中金岭南,95.45
000776,广发证券,95.45
002079,苏州固锝,95.45
002156,通富微电,95.45
002812,恩捷股份,95.45
300073,当升科技,95.45
300475,香农芯创,95.45
600667,太极实业,95.45
601881,中国银河,95.45
601995,中金公司,95.45
603259,药明康德,95.45
688172,燕东微,95.45
688249,晶合集成,95.45
688352,颀中科技,95.45
600745,*ST闻泰,94.61
000166,申万宏源,89.53
000623,吉林敖东,89.53
000728,国元证券,89.53
000977,浪潮信息,89.53
001326,联域股份,89.53
002056,横店东磁,89.53
002232,启明信息,89.53
002236,大华股份,89.53
002340,格林美,89.53
002358,森源电气,89.53
002409,雅克科技,89.53
002415,海康威视,89.53
300302,同有科技,89.53
300623,捷捷微电,89.53
300628,亿联网络,89.53
