code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002695,2026-07-31,2026-08-03,9.159,10.699,300,16.82,take_partial
002695,2026-07-31,2026-08-03,9.159,10.699,700,16.82,take_pct
600018,2026-07-31,2026-08-03,5.215,5.285,100,1.33,take_band
600016,2026-07-31,2026-08-03,3.495,3.528,400,0.94,take_band
603580,2026-07-31,2026-08-04,50.569,53.654,100,6.1,take_partial_final
600901,2026-07-31,2026-08-05,6.476,6.211,1400,-4.1,stop_hard
601009,2026-07-31,2026-08-05,11.632,11.155,100,-4.1,stop_hard
601818,2026-07-31,2026-08-06,3.173,3.043,500,-4.1,stop_hard
000001,2026-07-31,2026-08-12,11.511,11.239,100,-2.37,max_hold
600398,2026-07-31,2026-08-12,6.226,6.064,100,-2.61,max_hold
