code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
603619,2025-11-17,2025-11-18,23.684,24.765,100,4.57,take_partial
601857,2025-11-17,2025-11-19,9.56,9.98,300,4.4,take_partial
603619,2025-11-17,2025-11-19,23.684,25.804,200,8.95,take_partial_final
601857,2025-11-17,2025-11-19,9.56,9.98,700,4.4,take_band
002961,2025-11-17,2025-11-21,25.425,21.59,300,-15.09,stop_hard
600686,2025-11-17,2025-12-01,15.966,15.684,500,-1.76,max_hold
603556,2025-11-17,2025-12-01,34.514,34.066,200,-1.3,max_hold
002855,2025-11-17,2025-12-01,19.299,19.61,400,1.61,max_hold
600346,2025-11-17,2025-12-01,19.359,18.871,400,-2.52,max_hold
600690,2025-11-17,2025-12-01,25.866,26.344,300,1.85,max_hold
000933,2025-11-17,2025-12-01,24.955,24.306,400,-2.6,max_hold
600021,2025-11-17,2025-12-01,25.075,21.292,400,-15.08,stop_hard
