股票代码,股票名称,综合分
002536,飞龙股份,100.0
603823,百合花,100.0
002965,祥鑫科技,82.19
688765,禾元生物,68.3
688759,必贝特,68.16
301127,武汉天源,66.75
603083,剑桥科技,66.53
688347,华虹宏力,64.71
600337,ST美克,62.51
603725,天安新材,58.75
688432,有研硅,58.07
002156,通富微电,55.85
300814,中富电路,53.64
688147,微导纳米,53.36
603800,洪田股份,53.11
300592,华凯易佰,52.25
301328,维峰电子,51.87
688498,源杰科技,51.76
002837,英维克,51.28
600605,汇通能源,51.2
603236,移远通信,50.39
003033,征和工业,49.45
002980,华盛昌,49.1
002515,金字火腿,48.89
601869,长飞光纤,48.04
001896,豫能控股,47.32
300502,新易盛,46.2
600584,长电科技,45.84
688981,中芯国际,44.93
300458,全志科技,44.85
688382,益方生物,43.34
688220,翱捷科技,42.98
688041,海光信息,42.56
688443,智翔金泰,40.71
002937,兴瑞科技,40.7
600753,ST海钦,39.74
600246,万通发展,38.79
688062,迈威生物,38.77
002329,皇氏集团,38.6
300903,科翔股份,38.53
