板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
物流,1,6,0,1,6,7.6,9.6,NEW
工程机械,1,6,0,1,6,7.6,9.6,NEW
消费,3,2,1,9,5,1.0,7.0,-4.0
汽车,1,1,0,2,10,1.8,3.8,NEW
建筑建材,1,1,1,3,1,0.0,2.0,NEW
医药,1,0,0,1,1,0.0,2.0,NEW
教育,1,0,0,1,1,0.0,2.0,-6.8
军工,1,0,0,0,0,0.0,2.0,NEW
金融,1,0,0,0,0,0.0,2.0,NEW
传媒,2,1,5,4,4,-4.0,0.0,-6.8
食品,1,0,5,2,2,-5.0,-3.0,NEW
电商,1,0,5,2,2,-5.0,-3.0,NEW
