候选关键词,出现次数
，,276
。,145
的,128
、,78
“,38
”,38
在,36
总书记,24
是,23
和,22
等,22
人民,20
日,20
月,20
了,17
为,16
习近平,16
4,14
持续,14
7,12
个,12
美国,12
3,11
我国,11
民生,11
茉莉花,11
让,11
8,10
从,10
对,10
科学,10
上,9
国家,9
新,9
调查,9
（,9
）,9
中,8
健康,8
将,8
