股票代码,股票名称,综合分
600900,长江电力,100.0
600887,伊利股份,100.0
601398,工商银行,100.0
000001,平安银行,95.52
002142,宁波银行,95.52
601006,大秦铁路,95.52
601009,南京银行,95.52
601169,北京银行,95.52
601288,农业银行,95.52
601658,邮储银行,95.52
601838,成都银行,95.52
000598,兴蓉环境,86.82
002321,华英农业,86.82
600028,中国石化,86.82
600036,招商银行,86.82
600333,长春燃气,86.82
600519,贵州茅台,86.82
600919,江苏银行,86.82
600926,杭州银行,86.82
601166,兴业银行,86.82
601229,上海银行,86.82
601328,交通银行,86.82
601988,中国银行,86.82
603167,渤海轮渡,86.82
000333,美的集团,78.12
002003,伟星股份,78.12
002311,海大集团,78.12
002352,顺丰控股,78.12
002507,涪陵榨菜,78.12
002982,湘佳股份,78.12
600000,XD浦发银,78.12
600015,华夏银行,78.12
600018,上港集团,78.12
600025,华能水电,78.12
600125,铁龙物流,78.12
600597,光明乳业,78.12
600675,中华企业,78.12
600729,重百集团,78.12
600874,创业环保,78.12
600941,中国移动,78.12
