code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600036,2026-06-03,2026-06-04,37.808,37.043,100,-2.02,trend_break
600018,2026-06-03,2026-06-04,4.99,4.85,1100,-2.8,trend_break
601818,2026-06-03,2026-06-04,3.073,3.017,1900,-1.83,trend_break
601658,2026-06-03,2026-06-04,4.92,4.83,1200,-1.82,trend_break
603323,2026-06-03,2026-06-04,4.268,4.159,1400,-2.54,trend_break
601169,2026-06-03,2026-06-04,4.877,4.787,1200,-1.84,trend_break
600600,2026-06-03,2026-06-04,58.508,57.023,100,-2.54,trend_break
002958,2026-06-03,2026-06-04,2.803,2.777,2100,-0.91,trend_break
600332,2026-06-03,2026-06-04,21.041,20.559,200,-2.29,trend_break
600016,2026-06-03,2026-06-04,3.422,3.326,2100,-2.83,trend_break
601997,2026-06-03,2026-06-12,5.736,5.804,1000,1.19,take_band
600900,2026-06-03,2026-06-15,27.097,26.773,200,-1.2,max_hold
600919,2026-06-03,2026-06-15,11.238,11.565,500,2.91,max_hold
601916,2026-06-03,2026-06-15,2.942,2.946,2000,0.14,max_hold
