股票代码,股票名称,综合分
600642,申能股份,74.82
601077,渝农商行,74.82
600007,中国国贸,74.5
600674,川投能源,74.44
600023,浙能电力,74.42
601628,中国人寿,74.4
601319,中国人保,74.27
300498,温氏股份,74.24
601988,中国银行,74.14
002714,牧原股份,74.09
601658,邮储银行,74.03
600900,长江电力,73.98
601211,国泰海通,73.94
601838,成都银行,73.92
601155,新城控股,73.72
600901,江苏金租,73.56
000786,北新建材,73.56
000425,徐工机械,73.41
600012,皖通高速,73.39
000776,广发证券,73.37
600566,济川药业,73.32
601336,新华保险,73.28
600028,中国石化,73.27
605296,神农集团,73.25
600030,中信证券,73.19
002311,海大集团,73.16
600461,洪城环境,73.07
002541,鸿路钢构,73.07
601088,中国神华,72.89
601688,华泰证券,72.86
000651,格力电器,72.81
002244,滨江集团,72.72
600350,山东高速,72.64
688608,恒玄科技,72.63
600873,梅花生物,72.59
001979,招商蛇口,72.49
000695,滨海能源,72.45
600177,雅戈尔,72.43
603501,豪威集团,72.36
600025,华能水电,72.22
