股票代码,股票名称,综合分
000931,中 关 村,100.0
300045,华力创通,100.0
600906,财达证券,100.0
002196,方正电机,98.83
300458,全志科技,95.37
603767,中马传动,95.0
600285,羚锐制药,94.09
601177,杭齿前进,91.09
001306,夏厦精密,90.39
603281,江瀚新材,89.12
002006,精工科技,88.16
000547,航天发展,87.98
603131,上海沪工,87.66
301295,美硕科技,87.55
600725,云维股份,87.06
600292,电投水电,86.7
603578,三星新材,86.39
001365,天海电子,86.08
688239,航宇科技,86.07
003028,振邦智能,85.92
600592,龙溪股份,85.81
300834,星辉环材,85.81
000559,万向钱潮,85.21
002402,和而泰,85.16
603933,睿能科技,84.6
301199,迈赫股份,83.9
300545,联得装备,83.41
600101,明星电力,83.08
002538,ST司特,83.07
603638,艾迪精密,82.72
000601,韶能股份,82.67
600377,宁沪高速,82.49
003004,声迅股份,82.24
000901,航天科技,82.15
600688,上海石化,81.45
600400,红豆股份,81.41
301538,骏鼎达,81.39
600642,申能股份,81.31
603075,热威股份,81.22
688218,江苏北人,81.15
