日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260724,一带一路,20.0,中,002640,跨境通,一带一路|出海|外贸|跨境
20260724,军工,8.0,观察,002151,北斗星通,军工|国防|航空发动机|卫星
20260724,军工,8.0,观察,002648,卫星化学,军工|国防|航空发动机|卫星
20260724,军工,8.0,观察,600118,中国卫星,军工|国防|航空发动机|卫星
20260724,军工,8.0,观察,600150,中国船舶,军工|国防|航空发动机|卫星
20260724,军工,8.0,观察,601606,长城军工,军工|国防|航空发动机|卫星
20260724,军工,8.0,观察,688543,国科军工,军工|国防|航空发动机|卫星
20260724,农业,5.8,观察,000816,智慧农业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,000860,顺鑫农业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,001313,粤海饲料,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,002041,登海种业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,002321,华英农业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,300189,神农种业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,600313,农发种业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,600354,敦煌种业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,601288,农业银行,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,920087,秋乐种业,农业|种业|养殖|猪肉
20260724,农业,5.8,观察,920403,康农种业,农业|种业|养殖|猪肉
20260724,物流,5.0,观察,000520,凤凰航运,物流|快递|航运|港口
20260724,物流,5.0,观察,001872,招商港口,物流|快递|航运|港口
20260724,物流,5.0,观察,002468,申通快递,物流|快递|航运|港口
20260724,物流,5.0,观察,300013,新宁物流,物流|快递|航运|港口
20260724,物流,5.0,观察,600125,铁龙物流,物流|快递|航运|港口
20260724,物流,5.0,观察,600603,广汇物流,物流|快递|航运|港口
20260724,物流,5.0,观察,601083,锦江航运,物流|快递|航运|港口
20260724,物流,5.0,观察,601156,东航物流,物流|快递|航运|港口
20260724,物流,5.0,观察,603117,万林物流,物流|快递|航运|港口
20260724,物流,5.0,观察,603128,华贸物流,物流|快递|航运|港口
20260724,物流,5.0,观察,603565,中谷物流,物流|快递|航运|港口
20260724,物流,5.0,观察,603569,长久物流,物流|快递|航运|港口
20260724,物流,5.0,观察,603967,中创物流,物流|快递|航运|港口
20260724,通信,4.0,观察,000586,汇源通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,002115,三维通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,002446,盛路通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,002465,海格通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,300136,信维通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,300394,天孚通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,300590,移为通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,300597,吉大通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,300711,广哈通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,600345,长江通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,600498,烽火通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,600776,东方通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,601869,长飞光纤,通信|5g|6g|光纤
20260724,通信,4.0,观察,603220,中贝通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,603236,移远通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,603602,纵横通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,688618,三旺通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,688653,康希通信,通信|5g|6g|光纤
20260724,通信,4.0,观察,688702,盛科通信,通信|5g|6g|光纤
20260724,教育,3.0,观察,000526,学大教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,002607,中公教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,002659,凯文教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,003032,传智教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,300192,科德教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,300359,全通教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,300559,佳发教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,600661,昂立教育,教育|职业教育|培训|教育信息化
20260724,教育,3.0,观察,605098,行动教育,教育|职业教育|培训|教育信息化
20260724,纺织服装,3.0,观察,000045,深纺织Ａ,纺织|服装|品牌服饰|家纺
20260724,纺织服装,3.0,观察,600493,凤竹纺织,纺织|服装|品牌服饰|家纺
20260724,纺织服装,3.0,观察,603365,水星家纺,纺织|服装|品牌服饰|家纺
20260724,核电,2.0,观察,002366,融发核电,核电|核电机组|核能
20260724,核电,2.0,观察,601985,中国核电,核电|核电机组|核能
