股票代码,股票名称,综合分
605299,舒华体育,90.18
300191,潜能恒信,88.31
603381,永臻股份,87.19
002218,拓日新能,86.63
003035,南网能源,86.57
600871,石化油服,86.07
301636,泽润新能,85.94
600800,渤海化学,84.78
600313,农发种业,84.48
002445,中南文化,84.22
688429,时创能源,83.9
600032,浙江新能,83.62
600821,金开新能,83.52
000968,蓝焰控股,83.48
001258,立新能源,83.12
300830,金现代,83.1
002300,太阳电缆,82.95
301658,首航新能,82.82
300651,金陵体育,82.66
600637,东方明珠,82.57
301175,中科环保,82.39
605162,新中港,81.99
002478,常宝股份,81.87
300987,川网传媒,81.61
600477,杭萧钢构,81.6
301378,通达海,81.58
000692,惠天热电,81.48
002498,汉缆股份,81.4
603075,热威股份,81.17
603396,金辰股份,81.04
600986,浙文互联,81.0
300335,迪森股份,80.96
000720,新能泰山,80.78
300427,红相股份,80.74
000533,顺钠股份,80.7
300063,天龙集团,80.64
603017,中衡设计,80.58
600339,中油工程,80.55
300389,艾比森,80.53
002519,银河电子,80.38
