股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
600664,哈药股份,7.52,98.28,102.7,106.59,84.09,0.0
605179,一鸣食品,25.12,66.15,95.33,57.2,29.52,0.0
688046,药康生物,37.39,52.49,54.0,75.7,20.62,-6.45
002141,贤丰控股,6.72,48.72,44.83,88.76,13.87,0.0
002900,哈三联,14.83,38.33,52.42,30.32,20.91,0.0
