股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600508,nan,13.99,12.98,3.04,2.07,1362263470.0,1.46,6.23,16.78,1.0,0,,42.18
sh.600031,nan,5.79,5.48,1.82,2.01,674339409.0,1.06,7.02,12.81,1.0,0,,37.12
sh.600188,nan,5.79,5.48,1.82,2.01,674339409.0,1.06,7.02,12.81,1.0,0,,37.12
sh.600256,nan,21.78,20.16,0.94,1.1,1221749842.0,1.04,14.93,22.98,0.988,0,,34.81
sh.600315,nan,19.95,18.76,2.4,1.65,429594110.0,1.49,0.66,15.18,1.0,0,,34.25
sh.601225,nan,17.87,16.67,1.22,1.0,203340816.0,1.29,4.14,11.6,1.0,0,,34.12
sh.601156,nan,17.87,16.67,1.22,1.0,203340816.0,1.29,4.14,11.6,1.0,0,,34.12
sh.601898,nan,18.02,17.73,2.33,1.76,276237939.0,1.76,-2.28,4.1,0.967,0,,28.48
sh.600219,nan,18.02,17.73,2.33,1.76,276237939.0,1.76,-2.28,4.1,0.967,0,,28.48
