股票代码,股票名称,综合分
600332,白云山,100.0
300363,博腾股份,100.0
300663,科蓝软件,100.0
300039,上海凯宝,100.0
002911,佛燃能源,100.0
688819,天能股份,100.0
001965,招商公路,100.0
300076,*ST宁视,100.0
301535,浙江华远,100.0
601019,山东出版,99.4
002670,国盛证券,99.14
000828,东莞控股,97.56
002032,苏 泊 尔,96.95
600648,外高桥,96.87
000581,威孚高科,95.93
600039,四川路桥,95.54
603075,热威股份,95.52
603230,内蒙新华,95.49
002852,道道全,94.72
601107,四川成渝,94.6
301050,雷电微力,94.49
002139,拓邦股份,94.24
300882,万胜智能,93.94
000557,西部创业,93.74
688153,唯捷创芯,93.6
603325,博隆技术,93.31
300427,红相股份,92.03
002223,鱼跃医疗,91.46
300068,ST南都,91.45
301061,匠心家居,90.92
301215,中汽股份,90.52
300973,立高食品,90.21
300951,博硕科技,89.79
301023,奕帆传动,89.24
688080,映翰通,89.09
603169,兰石重装,88.88
300787,海能实业,88.86
603565,中谷物流,88.56
301138,华研精机,88.54
603235,天新药业,88.33
