股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
600177,雅戈尔,1,Vol20,67.9,13.8,7.5,5.0,5250.0,7.5,7.145890354661336,7.634109645338661,7.389999999999999,0.04,11.8
600900,长江电力,1,Vol20,65.9,13.8,27.62,5.0,5524.0,27.62,25.448909100127455,27.263090899872548,26.356,0.04,10.5
601169,北京银行,1,Vol20,60.6,13.8,4.96,5.0,5456.0,4.96,4.630298493863119,4.956301506136882,4.7933,0.04,5.9
002958,青农商行,1,Vol20,59.6,13.8,2.83,5.0,5094.0,2.83,2.6260952474656616,2.8259047525343384,2.726,0.04,4.8
600064,南京高科,1,Vol20,58.2,13.8,7.08,5.0,5664.0,7.08,6.8452579876746755,7.253742012325323,7.049499999999999,0.04,3.7
600887,伊利股份,1,Vol20,57.3,13.8,25.03,5.0,5006.0,25.03,24.075318799915042,25.27768120008496,24.6765,0.04,4.4
000651,格力电器,1,Vol20,57.2,13.8,36.85,5.0,7370.0,36.85,34.89483705748292,36.96816294251708,35.9315,0.04,12.0
601985,中国核电,2,PVCorr20/Vol20,56.2,13.8,8.66,5.0,5196.0,8.66,8.563335089381056,9.066664910618947,8.815000000000001,0.04,2.7
002223,鱼跃医疗,2,PVCorr60/Skew60,50.3,8.7,25.91,4.6,5182.0,25.91,24.585522674595097,26.203477325404904,25.3945,0.0428,5.1
300068,ST南都,1,PVCorr60,44.7,8.7,4.28,3.9,4280.0,4.28,3.8840402161835508,4.612959783816449,4.2485,0.12,4.5
002373,千方科技,2,PVCorr60/Skew60,41.2,8.7,7.03,3.5,4218.0,7.03,6.873356712560321,7.794643287439676,7.333999999999999,0.0489,-4.0
603766,隆鑫通用,1,PVCorr60,28.9,8.7,12.1,2.2,2420.0,12.1,11.077804727678743,13.191195272321256,12.1345,0.0913,-4.8
600598,北大荒,4,PVCorr20/PVCorr60/Skew20/Skew60,28.7,8.7,11.79,2.2,2358.0,11.79,10.004891159581534,14.052108840418464,12.0285,0.0928,-15.0
300363,博腾股份,1,Skew60,28.2,4.2,18.05,2.2,3610.0,18.05,13.758805879770623,18.726194120229376,16.2425,0.1082,15.0
600901,江苏金租,2,PVCorr20/PVCorr60,27.7,8.7,6.08,2.1,2432.0,6.08,5.788884355576784,6.372115644423215,6.0805,0.0551,-3.5
688082,盛美上海,1,CVAmt20,27.0,0.0,398.43984,2.1,39844.0,398.43984,328.7168346583143,448.89084534168563,388.80384,0.12,15.0
688385,复旦微电,1,Skew20,26.9,0.0,66.9,2.0,6690.0,66.9,55.678787253728316,73.8390127462717,64.75890000000001,0.1071,15.0
688249,晶合集成,1,Skew20,26.7,0.0,51.09,2.0,5109.0,51.09,45.21680718685316,66.23819281314684,55.7275,0.12,15.0
000725,京东方Ａ,1,DistLo10,26.6,0.0,6.83,2.0,2049.0,6.83,6.016694915037187,8.944505084962813,7.4806,0.12,15.0
688048,长光华芯,1,CVAmt60,26.5,0.0,403.69,2.0,40369.0,403.69,359.6114113265596,477.1005886734405,418.35600000000005,0.12,15.0
001309,德明利,1,DistLo10,26.3,0.0,719.98,2.0,71998.0,719.98,653.6097403677439,981.7592596322562,817.6845000000001,0.12,15.0
688498,源杰科技,1,CVAmt20,26.1,0.0,1590.2,2.0,159020.0,1590.2,1518.3233561800018,1894.490643819998,1706.407,0.12,15.0
002384,东山精密,1,CVAmt60,26.0,0.0,236.7,2.0,23670.0,236.7,223.94576749822798,274.952232501772,249.449,0.12,15.0
688107,安路科技,1,CVAmt20,24.1,0.0,39.85,1.8,3985.0,39.85,39.763178792614454,45.62782120738555,42.6955,0.1191,13.3
300493,润欣科技,1,Skew60,21.2,4.2,13.04,1.5,2608.0,13.04,13.385175084363189,14.914824915636812,14.15,0.0725,-0.7
300308,中际旭创,1,CVAmt20,20.6,0.0,1108.0,1.5,110800.0,1108.0,1069.8910255407459,1373.8199744592544,1221.8555000000001,0.1036,15.0
000551,创元科技,1,DistLo10,14.2,0.0,16.79,1.0,1679.0,16.79,14.668326246970501,21.1446737530295,17.9065,0.12,15.0
300553,集智股份,1,Skew20,14.2,0.0,74.51,1.0,7451.0,74.51,62.904832536291245,81.83516746370876,72.37,0.12,15.0
000811,冰轮环境,1,DistLo10,14.2,0.0,48.12,1.0,4812.0,48.12,36.416581097771854,60.22241890222814,48.3195,0.12,15.0
600919,江苏银行,2,CVAmt20/CVAmt60,11.9,0.0,11.22,0.8,1122.0,11.22,10.686230407986162,11.429009592013838,11.05762,0.04,3.5
000524,岭南控股,1,Skew60,11.8,4.2,8.88,0.8,888.0,8.88,8.635102911570772,9.690597088429225,9.162849999999999,0.0944,-6.1
002338,奥普光电,2,DistLo10/DistLo60,10.6,3.3,49.44,0.7,4944.0,49.44,50.920045325018286,57.335954674981714,54.128,0.093,-5.9
002354,天娱数科,1,PVCorr20,10.1,0.0,8.0,0.7,800.0,8.0,7.12140772629615,9.79959227370385,8.4605,0.12,10.9
002986,宇新股份,1,VRatio10_60,9.1,0.0,12.39,0.6,1239.0,12.39,11.236337934152465,12.898662065847533,12.067499999999999,0.0738,9.9
301050,雷电微力,1,Skew60,8.2,4.2,32.22,0.6,3222.0,32.22,32.08040088619044,35.429599113809566,33.755,0.077,-8.7
000062,深圳华强,1,DistLo10,8.2,0.0,28.36,0.6,2836.0,28.36,29.412454876470065,33.710545123529926,31.561499999999995,0.1163,-0.1
600795,国电电力,1,Skew20,7.5,0.0,4.67,0.5,934.0,4.67,4.454378298046737,4.785621701953262,4.619999999999999,0.04,2.3
600566,济川药业,1,Skew20,7.3,0.0,24.61,0.5,2461.0,24.61,22.3320744425002,25.355925557499802,23.844,0.0821,0.8
600299,安迪苏,2,PVCorr20/PVCorr60,6.2,8.7,7.81,0.5,781.0,7.81,7.350786672854412,9.908213327145589,8.6295,0.0836,-15.0
603317,天味食品,1,PVCorr20,6.1,0.0,13.43,0.4,1343.0,13.43,13.002907358251813,14.36909264174819,13.686000000000002,0.1047,-0.5
688418,震有科技,1,Skew20,4.2,0.0,42.89,0.3,4289.0,42.89,42.471572790029114,51.02742720997088,46.7495,0.12,-3.6
600339,中油工程,1,VRatio20_120,4.0,0.0,3.18,0.3,636.0,3.18,3.0190954045672624,3.363404595432738,3.19125,0.046,-1.7
000608,阳光股份,1,VRatio10_60,1.3,0.0,6.06,0.2,606.0,6.06,5.525544331867689,7.633455668132312,6.5795,0.1165,2.1
002664,信质集团,1,DistLo60,0.1,3.3,16.2,0.2,1620.0,16.2,16.531990414367627,20.00900958563237,18.2705,0.1026,-11.7
605287,德才股份,1,Skew20,-0.2,0.0,39.11,0.1,3911.0,39.11,40.416859689601175,44.78724031039882,42.60205,0.0907,0.6
000006,深振业Ａ,2,DistLo10/DistLo60,-1.8,3.3,6.61,0.1,661.0,6.61,6.66956019469823,8.10643980530177,7.388,0.0821,-15.0
601618,中国中冶,1,CVAmt60,-3.0,0.0,2.54,0.0,254.0,2.54,2.4133597526213735,2.7116402473786265,2.5625,0.0459,-2.2
600388,龙净环保,1,PVCorr20,-3.4,0.0,16.0,0.0,1600.0,16.0,14.447934108640974,17.05006589135903,15.749,0.0643,-5.4
601868,中国能建,1,VRatio10_60,-4.7,0.0,2.4588,0.0,246.0,2.4588,2.465589640669387,2.786010359330613,2.6258,0.065,-3.9
002027,分众传媒,1,CVAmt20,-5.7,0.0,4.7,0.0,470.0,4.7,4.489820001875303,4.945179998124695,4.717499999999999,0.0409,-4.9
