code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002639,2026-01-12,2026-01-13,24.605,27.283,100,10.88,take_partial
002361,2026-01-12,2026-01-13,15.616,16.464,400,5.43,take_partial
002639,2026-01-12,2026-01-13,24.605,27.283,300,10.88,take_pct
600343,2026-01-12,2026-01-14,46.046,48.941,100,6.29,take_partial
600343,2026-01-12,2026-01-14,46.046,48.941,100,6.29,take_pct
002361,2026-01-12,2026-01-14,15.616,18.102,1000,15.92,take_partial_final
000547,2026-01-12,2026-01-15,37.798,31.668,200,-16.22,stop_hard
600693,2026-01-12,2026-01-16,19.229,15.205,500,-20.93,stop_hard
600151,2026-01-12,2026-01-16,21.221,18.02,400,-15.08,stop_hard
002565,2026-01-12,2026-01-16,22.022,16.513,500,-25.01,stop_hard
002788,2026-01-12,2026-01-20,26.376,16.723,300,-36.6,stop_hard
600105,2026-01-12,2026-01-20,30.23,25.67,300,-15.09,stop_hard
