板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,2,6,0,2,0,6.0,10.0,NEW
人工智能,3,2,0,2,1,2.8,8.8,+4.8
一带一路,2,1,0,2,1,1.8,5.8,NEW
有色金属,1,1,0,0,0,1.0,3.0,NEW
传媒,1,0,0,0,12,0.0,2.0,NEW
食品,1,1,1,0,0,0.0,2.0,NEW
石油石化,1,0,0,0,0,0.0,2.0,NEW
计算机,1,0,0,0,1,0.0,2.0,-5.0
