股票代码,股票名称,综合分
600238,*ST椰岛,82.01
600529,山东药玻,81.85
688535,华海诚科,81.51
002806,华锋股份,81.01
601211,国泰海通,80.9
601136,首创证券,80.75
601900,南方传媒,80.71
300310,宜通世纪,80.41
002920,德赛西威,80.03
603605,珀莱雅,80.01
601127,赛力斯,79.42
601162,天风证券,78.89
301348,蓝箭电子,78.62
601238,广汽集团,78.61
300752,隆利科技,78.18
002003,伟星股份,78.06
300650,太龙股份,77.72
600559,老白干酒,77.22
000723,美锦能源,77.14
002208,合肥城建,77.04
603418,友升股份,76.84
603236,移远通信,76.48
002273,水晶光电,76.48
300015,爱尔眼科,76.38
000002,万  科Ａ,75.98
002185,华天科技,75.86
301091,深城交,75.37
601901,方正证券,75.22
688391,钜泉科技,75.17
601878,浙商证券,74.61
600048,保利发展,74.39
603018,华设集团,74.32
601026,道生天合,74.3
601800,中国交建,74.25
603198,迎驾贡酒,74.18
002117,东港股份,74.09
301536,星宸科技,73.98
603369,今世缘,73.84
600927,永安期货,73.69
600030,中信证券,73.65
