股票代码,股票名称,综合分
301139,*ST元道,100.0
000677,ST海龙,100.0
600818,ST中路,100.0
600265,*ST景谷,100.0
603378,*ST亚士,100.0
603359,*ST东珠,100.0
002667,*ST威领,100.0
002082,ST万邦,100.0
600965,*ST福成,100.0
002193,ST如意,100.0
600302,ST标准,100.0
600381,*ST春天,100.0
002109,ST兴化,100.0
600678,ST金顶,100.0
000010,*ST美丽,100.0
002514,*ST宝馨,100.0
002198,ST嘉应,100.0
600759,ST洲际,100.0
000669,ST金鸿,100.0
603008,ST喜临门,100.0
002581,*ST未名,98.76
002694,*ST顾地,94.02
603869,ST智知,93.0
603838,*ST四通,89.47
002535,林州重机,85.61
000820,*ST节能,85.13
600243,*ST海华,82.34
603580,艾艾精工,82.25
603828,*ST利达,81.06
002200,交投生态,80.99
003004,声迅股份,80.79
002207,*ST准油,80.16
603729,ST龙韵,80.08
001259,利仁科技,79.76
603779,威龙股份,78.64
000668,荣丰控股,78.29
603813,原尚股份,78.02
002528,*ST英飞,77.81
002620,*ST瑞和,77.4
002691,*ST冀凯,77.28
