num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
14,100000.0,101400.89,1.4,-0.31,71.4,4.74,9.15,-6.27,3.65,2.26,"boll,theme",forward,20260410,20260912,2026-04-10,2026-04-10,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.3,2.5,0,0.3,70.0,1,15,2026-04-10,2026-04-22,3.52,1.06,0.34
