code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002223,2026-06-16,2026-06-17,25.686,24.825,200,-3.35,trend_break
002670,2026-06-16,2026-06-17,11.642,11.898,700,2.2,trend_break
600036,2026-06-16,2026-06-17,37.808,37.173,100,-1.68,trend_break
601818,2026-06-16,2026-06-17,3.123,3.077,200,-1.48,trend_break
601658,2026-06-16,2026-06-17,5.01,4.88,200,-2.59,trend_break
603323,2026-06-16,2026-06-17,4.332,4.25,200,-1.88,trend_break
001965,2026-06-16,2026-06-18,9.066,9.438,200,4.1,take_partial
600919,2026-06-16,2026-06-18,11.568,11.095,100,-4.1,stop_hard
601916,2026-06-16,2026-06-18,2.942,2.856,300,-2.92,trend_break
001965,2026-06-16,2026-06-22,9.066,9.657,700,6.52,take_partial_final
