板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
物流,1,6,0,0,2,6.0,8.0,NEW
消费,1,3,0,0,1,3.0,5.0,NEW
教育,2,1,2,36,17,-1.0,3.0,NEW
金融,1,0,0,0,2,0.0,2.0,NEW
农业,1,0,0,0,2,0.0,2.0,NEW
