code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600666,2026-03-30,2026-04-01,5.806,6.264,100,7.89,take_partial
600722,2026-03-30,2026-04-01,18.228,14.795,100,-18.83,stop_hard
603115,2026-03-30,2026-04-01,42.613,46.573,100,9.29,take_partial_final
001896,2026-03-30,2026-04-01,15.515,13.175,100,-15.09,stop_hard
600396,2026-03-30,2026-04-02,8.468,7.191,200,-15.08,stop_hard
600666,2026-03-30,2026-04-02,5.806,6.164,300,6.17,take_partial_final
600726,2026-03-30,2026-04-03,6.376,5.205,300,-18.37,stop_hard
600125,2026-03-30,2026-04-09,6.747,6.284,400,-6.86,trend_break
603538,2026-03-30,2026-04-09,30.691,32.338,100,5.37,take_partial_final
002648,2026-03-30,2026-04-13,28.318,29.62,100,4.6,take_partial
601857,2026-03-30,2026-04-13,12.022,11.748,100,-2.28,max_hold
002648,2026-03-30,2026-04-13,28.318,29.62,200,4.6,max_hold
