code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002820,2026-08-24,2026-08-25,9.309,9.75,100,4.74,take_partial
603766,2026-08-24,2026-08-25,13.854,14.845,100,7.16,take_partial
603001,2026-08-24,2026-08-25,8.428,7.832,300,-7.07,stop_hard
603580,2026-08-24,2026-08-25,80.29,70.585,100,-12.09,stop_hard
001286,2026-08-24,2026-08-25,9.459,9.411,200,-0.52,trend_break
603766,2026-08-24,2026-08-25,13.854,14.845,200,7.16,take_band
601669,2026-08-24,2026-08-25,4.615,4.645,500,0.67,trend_break
603958,2026-08-24,2026-08-26,21.532,23.646,100,9.82,take_partial_final
002820,2026-08-24,2026-08-26,9.309,9.93,200,6.67,take_partial_final
688218,2026-08-24,2026-09-04,41.131,39.66,100,-3.58,trend_break
300290,2026-08-24,2026-09-04,6.216,5.465,200,-12.09,stop_hard
