股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
600039,四川路桥,4,PVCorr60/Skew60/VRatio10_60/Vol20,109.0,13.8,7.44,5.0,5208.0,7.44,7.531120939545649,8.116879060454352,7.824000000000001,0.04,2.6
600900,长江电力,1,Vol20,71.6,13.8,25.73,5.0,5146.0,25.73,25.560756099162326,27.434243900837664,26.497499999999995,0.04,15.0
001205,盛航股份,1,Vol20,66.2,13.8,13.68,5.0,5472.0,13.68,13.72354898804863,14.38745101195137,14.0555,0.04,9.8
601169,北京银行,1,Vol20,64.4,13.8,4.622,5.0,5084.0,4.622,4.653116864250502,4.985883135749497,4.8195,0.04,8.6
600887,伊利股份,1,Vol20,62.1,13.8,23.96,5.0,7188.0,23.96,24.000650735491135,26.052349264508862,25.0265,0.04,8.3
600050,中国联通,1,Vol20,60.5,13.8,4.0,5.0,5200.0,4.0,4.045520577467762,4.419569422532238,4.232545,0.04,6.4
000651,格力电器,1,Vol20,59.1,13.8,35.7,4.9,7140.0,35.7,34.76288405014108,37.35311594985892,36.058,0.04,15.0
600941,中国移动,1,Vol20,55.0,13.8,86.13,4.5,8613.0,86.13,86.43657466928653,99.91706533071346,93.17681999999999,0.04,4.0
002223,鱼跃医疗,2,PVCorr60/Skew60,51.0,8.7,25.27,4.1,5054.0,25.27,24.401063544493244,26.122936455506757,25.262,0.0455,6.9
301168,通灵股份,2,Skew20/Skew60,43.3,4.2,44.91,3.4,4491.0,44.91,40.91996020140667,46.68063979859333,43.8003,0.0663,15.0
603766,隆鑫通用,2,PVCorr20/PVCorr60,42.7,8.7,11.93,3.3,3579.0,11.93,11.122585466241532,13.24541453375847,12.184000000000001,0.068,2.0
600036,招商银行,1,DistLo60,34.7,3.3,34.55,2.6,3455.0,34.55,35.03017272924023,38.63782727075978,36.834,0.04,14.7
000001,平安银行,2,DistLo10/DistLo60,34.5,3.3,10.05,2.6,3015.0,10.05,10.171047210002545,11.140952789997456,10.656,0.04,10.4
600901,江苏金租,1,PVCorr60,27.7,8.7,5.75,2.1,2300.0,5.75,5.821975392852805,6.632024607147196,6.227,0.054,0.6
300363,博腾股份,1,Skew60,27.1,4.2,16.24,2.0,3248.0,16.24,12.756210824819949,16.485789175180052,14.621,0.0882,15.0
300814,中富电路,1,CVAmt20,27.0,0.0,204.45,2.0,20445.0,204.45,145.54757880391261,209.40742119608737,177.4775,0.12,15.0
688313,仕佳光子,1,CVAmt60,26.9,0.0,184.65,2.0,18465.0,184.65,142.6574785110176,198.91452148898242,170.786,0.12,15.0
688325,赛微微电,1,VRatio10_60,26.7,0.0,130.41,2.0,13041.0,130.41,118.88023325438266,149.41576674561733,134.148,0.1138,15.0
688667,菱电电控,1,VRatio10_60,26.6,0.0,133.65,2.0,13365.0,133.65,101.65588135816357,134.32811864183643,117.992,0.0729,15.0
002171,楚江新材,1,Skew20,26.4,0.0,13.57,2.0,2714.0,13.57,11.897828362752804,15.841171637247193,13.869499999999999,0.12,15.0
601818,光大银行,2,DistLo10/DistLo60,26.1,3.3,2.8200000000000003,2.0,1974.0,2.8200000000000003,2.884367108560356,3.1746328914396442,3.0295,0.04,4.1
600919,江苏银行,2,CVAmt20/DistLo10,24.6,0.0,10.5468,1.9,2109.0,10.5468,10.693739460477905,11.633860539522091,11.163799999999998,0.04,11.6
600741,华域汽车,2,DistLo10/DistLo60,22.5,3.3,14.61,1.7,2922.0,14.61,14.954603536119173,16.17939646388083,15.567000000000002,0.0436,1.1
601997,贵阳银行,2,DistLo10/DistLo60,21.9,3.3,5.13,1.7,2052.0,5.13,5.219354770993305,5.873645229006695,5.5465,0.04,1.8
601916,浙商银行,2,DistLo10/DistLo60,20.5,3.3,2.63,1.6,1578.0,2.63,2.748413886367414,3.0338861136325863,2.89115,0.04,0.5
002139,拓邦股份,1,Skew60,19.4,4.2,9.52,1.5,1904.0,9.52,9.20532188576805,10.336678114231951,9.771,0.0588,-1.4
601009,南京银行,1,DistLo60,18.7,3.3,9.89,1.5,1978.0,9.89,10.161943861323923,11.657401138676075,10.9096725,0.0413,1.5
300068,ST南都,1,PVCorr60,17.1,8.7,4.11,1.3,1644.0,4.11,3.7348215424576936,4.784178457542307,4.2595,0.12,-15.0
601728,中国电信,2,DistLo10/DistLo60,16.1,3.3,5.029400000000001,1.3,1509.0,5.029400000000001,5.076366582410788,6.211953417589212,5.64416,0.042,-0.8
301050,雷电微力,1,Skew60,13.1,4.2,33.44,1.1,3344.0,33.44,32.7704568142017,36.33864200579831,34.55454941000001,0.0555,-5.4
605318,法狮龙,1,DistLo10,13.1,0.0,112.86,1.1,11286.0,112.86,91.91715836685013,143.5128416331499,117.715,0.12,15.0
300553,集智股份,1,Skew20,13.1,0.0,61.39,1.1,6139.0,61.39,58.116354236744094,79.99164576325592,69.054,0.12,15.0
601100,恒立液压,1,Skew20,12.3,0.0,107.0,1.0,10700.0,107.0,106.56129327387805,121.68070672612197,114.12100000000001,0.0613,14.2
600566,济川药业,3,Skew20/DistLo10/DistLo60,9.9,3.3,22.19,0.9,2219.0,22.19,23.220123805767255,26.563876194232744,24.892,0.0779,-8.6
300628,亿联网络,1,Skew20,5.1,0.0,33.82,0.6,3382.0,33.82,31.177876083493864,38.759123916506134,34.9685,0.0663,0.4
603317,天味食品,1,PVCorr20,-1.4,0.0,13.01,0.3,1301.0,13.01,12.90523903580127,14.373760964198727,13.639499999999998,0.0981,-4.8
600754,锦江酒店,1,VRatio10_60,-5.0,0.0,17.99,0.2,1799.0,17.99,18.325595542897307,20.6014044571027,19.463500000000003,0.04,-7.5
600233,圆通速递,1,PVCorr20,-5.0,0.0,15.63,0.2,1563.0,15.63,15.144423035204477,17.56957696479552,16.357,0.0479,-6.9
000338,潍柴动力,1,PVCorr20,-5.3,0.0,26.92,0.2,2692.0,26.92,26.138600629625838,32.32539937037418,29.232000000000006,0.105,-3.4
300098,高新兴,1,CVAmt20,-5.8,0.0,4.59,0.2,459.0,4.59,4.536142774509825,5.404857225490174,4.9704999999999995,0.0547,-7.0
601106,中国一重,1,VRatio20_120,-6.4,0.0,3.3,0.2,330.0,3.3,3.272447195710177,3.725552804289823,3.499,0.042,-4.5
002544,普天科技,1,CVAmt60,-6.4,0.0,18.2015,0.2,1820.0,18.2015,17.87586568646818,21.03213431353182,19.454,0.0556,-8.8
300153,科泰电源,1,CVAmt20,-6.5,0.0,22.62,0.2,2262.0,22.62,22.28598202440293,26.588017975597072,24.437,0.08,-8.6
000990,诚志股份,2,CVAmt20/VRatio20_120,-6.8,0.0,5.842857142857143,0.1,584.0,5.842857142857143,5.889011308897513,6.806702976816774,6.347857142857143,0.0427,-7.9
601618,中国中冶,1,CVAmt60,-7.3,0.0,2.44,0.1,244.0,2.44,2.4718621490489623,2.819137850951038,2.6455,0.0427,-5.4
603050,科林电气,1,VRatio10_60,-8.8,0.0,19.56,0.1,1956.0,19.56,18.399056759447785,21.273943240552217,19.8365,0.0781,-9.2
300483,首华燃气,1,VRatio20_120,-9.3,0.0,17.58,0.1,1758.0,17.58,17.712010561845972,20.06098943815403,18.8865,0.0541,-7.4
300986,志特新材,1,VRatio20_120,-9.4,0.0,12.178571428571427,0.1,1218.0,12.178571428571427,12.312389969477126,13.80689574480859,13.059642857142858,0.0496,-7.5
600871,石化油服,1,VRatio20_120,-9.8,0.0,2.03,0.1,203.0,2.03,2.016673108624333,2.3763268913756668,2.1965,0.04,-7.9
688658,悦康药业,2,PVCorr20/Skew20,-13.9,0.0,12.86,0.0,1286.0,12.86,11.62347202826519,16.03752797173481,13.8305,0.108,-15.0
