板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
农业,1,2,0,1,4,2.8,4.8,-4.0
传媒,2,0,0,1,1,0.0,4.0,-1.0
消费,2,0,0,3,2,0.0,4.0,-6.8
军工,1,0,0,0,0,0.0,2.0,NEW
人工智能,1,0,1,0,0,-1.0,1.0,NEW
金融,1,0,3,5,3,-3.0,-1.0,NEW
一带一路,1,0,3,5,3,-3.0,-1.0,NEW
