code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600693,2025-12-22,2025-12-23,17.487,19.391,100,10.88,take_partial
600693,2025-12-22,2025-12-23,17.487,19.391,300,10.88,take_pct
000547,2025-12-22,2025-12-24,22.222,24.905,100,12.07,take_partial
600105,2025-12-22,2025-12-24,20.911,23.307,100,11.46,take_partial
600151,2025-12-22,2025-12-24,18.909,14.436,300,-23.66,stop_hard
600343,2025-12-22,2025-12-24,38.038,41.758,100,9.78,take_partial_final
000547,2025-12-22,2025-12-24,22.222,24.905,200,12.07,take_band
600105,2025-12-22,2025-12-24,20.911,23.307,300,11.46,take_band
600730,2025-12-22,2025-12-24,15.015,11.588,600,-22.82,stop_hard
600118,2025-12-22,2025-12-24,60.442,65.924,100,9.07,take_partial_final
002565,2025-12-22,2025-12-24,16.306,13.297,600,-18.46,stop_hard
002792,2025-12-22,2025-12-25,33.513,38.112,100,13.72,take_partial
001208,2025-12-22,2025-12-25,20.35,22.176,100,8.98,take_partial
002792,2025-12-22,2025-12-25,33.513,38.112,100,13.72,take_band
001208,2025-12-22,2025-12-25,20.35,22.176,200,8.98,take_pct
601600,2025-12-22,2025-12-26,10.891,11.638,100,6.86,take_partial
601991,2025-12-22,2025-12-26,3.463,3.676,1000,6.15,take_partial
601600,2025-12-22,2025-12-26,10.891,11.638,400,6.86,take_band
601991,2025-12-22,2025-12-26,3.463,3.676,2100,6.15,take_pct
002413,2025-12-22,2025-12-29,9.309,10.36,200,11.28,take_partial
002413,2025-12-22,2025-12-29,9.309,10.36,700,11.28,take_band
