股票代码,股票名称,综合分
002227,*ST特迅,100.0
600299,安迪苏,100.0
603317,天味食品,100.0
002214,*ST大立,100.0
601799,星宇股份,100.0
002307,北新路桥,100.0
603202,天有为,100.0
600901,江苏金租,100.0
001286,陕西能源,100.0
600004,白云机场,100.0
688096,京源环保,100.0
600598,北大荒,99.4
000543,皖能电力,98.27
300808,久量股份,97.91
000928,中钢国际,97.47
002946,新乳业,97.24
603826,坤彩科技,96.37
600388,龙净环保,96.2
002612,朗姿股份,95.61
000875,电投绿能,95.33
001289,龙源电力,95.18
300854,中兰环保,95.01
001238,浙江正特,94.93
603092,德力佳,94.61
603159,上海亚虹,94.0
300290,ST荣科,93.71
001311,多利科技,93.66
300928,华安鑫创,93.64
002598,ST章鼓,93.44
600169,ST太重,93.44
000615,*ST美谷,92.91
603226,菲林格尔,92.85
000027,深圳能源,92.4
688097,博众精工,92.35
001300,三柏硕,92.15
603766,隆鑫通用,92.01
300457,赢合科技,91.91
603357,设计总院,91.69
001382,新亚电缆,91.68
688332,中科蓝讯,91.44
