num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
14,100000.0,99866.48,-0.13,-0.87,64.3,3.59,10.27,-8.43,2.19,-0.27,"CCTV,Theme",forward,20260902,20260919,2026-09-02,2026-09-02,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.42,1.22,0,0.42,58,1,15,2026-09-02,2026-09-14,-1.49,-0.63,0.5
