code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600397,2026-02-24,2026-02-25,16.196,18.721,100,15.59,take_partial
002378,2026-02-24,2026-02-25,31.852,33.417,100,4.91,take_partial
600397,2026-02-24,2026-02-25,16.196,18.721,200,15.59,take_pct
603618,2026-02-24,2026-02-26,15.526,16.483,100,6.17,take_partial
002491,2026-02-24,2026-02-26,9.81,10.47,200,6.73,take_partial
603103,2026-02-24,2026-02-26,31.441,26.698,100,-15.09,stop_hard
603618,2026-02-24,2026-02-26,15.526,16.483,200,6.17,take_band
600487,2026-02-24,2026-02-26,40.801,44.176,100,8.27,take_partial_final
002491,2026-02-24,2026-02-26,9.81,10.47,600,6.73,take_pct
002378,2026-02-24,2026-02-26,31.852,36.753,200,15.39,take_partial_final
002155,2026-02-24,2026-02-27,33.584,37.173,100,10.69,take_partial
002155,2026-02-24,2026-02-27,33.584,37.173,100,10.69,take_band
601857,2026-02-24,2026-03-02,10.611,11.608,100,9.4,take_partial
000070,2026-02-24,2026-03-02,18.278,19.64,100,7.45,take_partial
603629,2026-02-24,2026-03-02,42.152,45.904,100,8.9,take_partial_final
601857,2026-02-24,2026-03-02,10.611,11.608,500,9.4,take_band
000070,2026-02-24,2026-03-02,18.278,19.64,300,7.45,take_pct
002623,2026-02-24,2026-03-03,29.249,24.837,200,-15.09,stop_hard
601615,2026-02-24,2026-03-04,22.502,18.861,300,-16.18,stop_hard
002440,2026-02-24,2026-03-09,14.444,13.646,300,-5.53,max_hold
601077,2026-02-24,2026-03-09,6.547,6.513,1400,-0.5,max_hold
