code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600683,2026-08-27,2026-08-28,10.04,11.019,100,9.75,take_partial
603683,2026-08-27,2026-08-28,15.626,16.933,100,8.37,take_partial
300615,2026-08-27,2026-08-28,14.144,14.835,100,4.89,take_partial
600683,2026-08-27,2026-08-28,10.04,11.019,300,9.75,take_pct
603167,2026-08-27,2026-08-28,8.178,8.132,700,-0.57,trend_break
603580,2026-08-27,2026-08-28,74.735,83.347,100,11.52,take_partial_final
605289,2026-08-27,2026-08-28,104.865,105.155,100,0.28,trend_break
002327,2026-08-27,2026-08-28,6.326,6.354,800,0.43,trend_break
001286,2026-08-27,2026-08-28,9.489,9.63,600,1.48,trend_break
603683,2026-08-27,2026-08-28,15.626,16.933,300,8.37,take_band
603958,2026-08-27,2026-08-31,22.753,20.002,200,-12.09,stop_hard
300615,2026-08-27,2026-08-31,14.144,14.965,100,5.8,take_partial_final
002820,2026-08-27,2026-09-01,9.91,10.38,100,4.74,take_partial
600901,2026-08-27,2026-09-03,6.597,6.803,1000,3.13,take_band
002820,2026-08-27,2026-09-07,9.91,10.599,400,6.96,take_partial_final
