股票代码,股票名称,综合分
300350,华鹏飞,77.44
000557,西部创业,76.6
300359,全通教育,76.37
601618,中国中冶,76.05
002863,今飞凯达,75.44
300713,英可瑞,74.92
002593,日上集团,74.86
002398,垒知集团,74.79
000985,大庆华科,74.37
002172,澳洋健康,74.35
688313,仕佳光子,74.28
301355,南王科技,74.25
003016,欣贺股份,74.24
300513,恒实科技,74.09
300425,中建环能,74.08
000633,合金投资,73.99
300112,万讯自控,73.99
300413,芒果超媒,73.98
601279,英利汽车,73.91
002061,浙江交科,73.9
600597,光明乳业,73.86
688565,力源科技,73.82
000757,浩物股份,73.77
600787,中储股份,73.72
002247,聚力文化,73.68
002337,赛象科技,73.65
300512,中亚股份,73.64
600697,欧亚集团,73.52
002732,燕塘乳业,73.52
000717,中南股份,73.51
000619,海螺新材,73.49
002523,天桥起重,73.46
002110,三钢闽光,73.45
603860,中公高科,73.42
002544,普天科技,73.39
002343,慈文传媒,73.32
002069,獐子岛,73.3
688232,新点软件,73.25
002330,得利斯,73.17
000933,神火股份,73.16
