股票代码,股票名称,综合分
003016,欣贺股份,74.75
603151,邦基科技,74.32
002593,日上集团,74.14
300514,友讯达,73.84
600493,凤竹纺织,73.7
300359,全通教育,73.57
600104,上汽集团,73.46
002330,得利斯,73.33
600202,哈空调,73.3
002863,今飞凯达,73.28
002084,海鸥住工,73.2
301355,南王科技,73.18
002551,尚荣医疗,73.13
603168,莎普爱思,73.06
002337,赛象科技,73.02
002732,燕塘乳业,73.02
600448,华纺股份,72.99
002622,皓宸医疗,72.95
002133,广宇集团,72.87
000663,永安林业,72.86
603176,汇通集团,72.81
300413,芒果超媒,72.77
002523,天桥起重,72.62
000868,安凯客车,72.34
603569,长久物流,72.31
300614,百川畅银,72.31
603879,永悦科技,72.23
300195,长荣股份,72.23
603703,盛洋科技,72.23
603273,天元智能,72.14
000557,西部创业,72.12
300929,华骐环保,71.96
603029,天鹅股份,71.79
002687,乔治白,71.78
605077,华康股份,71.71
603106,恒银科技,71.69
002441,众业达,71.69
605001,威奥股份,71.67
002696,百洋股份,71.62
300340,科恒股份,71.53
