num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,capital_scale,signals_days,codes_count,start,end
12,100000.0,100475.54,0.48,-0.04,83.3,1.54,2.0,-0.73,13.78,9.51,theme,forward,20260721,20260723,2026-07-21,2026-07-21,2,boll_upper_take+take6%+trailing5%+MA60break,conviction(综合评分),scaled_stop+pos0.6,0.6,1,15,2026-07-21,2026-07-23
