num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
14,100000.0,103874.93,3.87,-0.3,100.0,6.7,6.7,0.0,99.99,1.96,"cctv,theme",forward,20260826,20260912,2026-08-26,2026-08-26,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.68,0.98,0,0.68,32,1,8,2026-08-26,2026-09-07,-0.34,-0.23,4.1
