股票代码,股票名称,综合分
603557,*ST起步,77.75
002098,浔兴股份,77.71
688538,和辉光电,77.61
603220,中贝通信,77.59
601965,中国汽研,77.58
688600,皖仪科技,77.37
600009,上海机场,77.36
002694,*ST顾地,77.32
002126,银轮股份,77.31
000404,长虹华意,77.2
300724,捷佳伟创,77.18
301151,冠龙节能,77.1
000513,丽珠集团,77.05
600166,福田汽车,76.97
301106,骏成科技,76.9
300847,中船汉光,76.88
301102,兆讯传媒,76.87
603180,金牌家居,76.75
002986,宇新股份,76.74
002471,中超控股,76.7
300407,凯发电气,76.48
000697,炼石航空,76.37
000008,神州高铁,76.29
603000,人民网,76.19
301307,美利信,76.05
688283,坤恒顺维,75.98
002821,凯莱英,75.94
002206,海 利 得,75.91
603665,康隆达,75.81
603350,安乃达,75.63
603565,中谷物流,75.62
603081,大丰实业,75.53
603596,伯特利,75.45
300597,吉大通信,75.34
000409,云鼎科技,75.16
300988,津荣天宇,75.09
301025,读客文化,75.05
603956,威派格,74.94
301259,艾布鲁,74.79
600845,宝信软件,74.75
