股票代码,股票名称,综合分
300076,*ST宁视,100.0
300010,ST豆神,100.0
002223,鱼跃医疗,100.0
603277,银都股份,100.0
300314,戴维医疗,100.0
301151,冠龙节能,100.0
300514,友讯达,99.65
000915,华特达因,99.17
603569,长久物流,98.05
300068,ST南都,98.02
300123,ST亚光,97.99
002614,奥佳华,97.98
600273,嘉化能源,96.58
601107,四川成渝,96.52
600620,天宸股份,96.28
002523,天桥起重,96.0
301215,中汽股份,95.66
601956,东贝集团,95.32
300452,山河药辅,95.06
605339,南侨食品,94.74
002670,国盛证券,94.6
300195,长荣股份,94.58
603313,梦百合,94.47
600039,四川路桥,94.15
000655,金岭矿业,94.01
600704,物产中大,93.86
605577,龙版传媒,93.56
002373,千方科技,93.09
603282,亚光股份,92.92
300787,海能实业,92.67
000581,威孚高科,92.38
001277,速达股份,91.88
000931,中 关 村,91.82
600782,新钢股份,91.55
000932,华菱钢铁,91.54
002540,亚太科技,91.51
002601,龙佰集团,91.38
000726,鲁  泰Ａ,91.38
600298,安琪酵母,91.19
688026,洁特生物,90.86
