股票代码,股票名称,命中策略数,来源策略,综合评分,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20
600299,XD安迪苏,1,Boll,50,10.04,12,12048.0,10.04,9.54,10.54,10.04
600313,农发种业,1,Boll,50,5.79,12,12159.0,5.79,5.5,6.08,5.79
600315,上海家化,1,Boll,50,17.69,12,12383.0,17.69,16.81,18.57,17.69
600318,新力金融,1,Boll,50,6.21,12,11799.0,6.21,5.9,6.52,6.21
600323,瀚蓝环境,1,Boll,50,30.18,12,12072.0,30.18,28.67,31.69,30.18
600326,西藏天路,1,Boll,50,7.08,12,12036.0,7.08,6.73,7.43,7.08
600331,宏达股份,1,Boll,50,12.66,12,11394.0,12.66,12.03,13.29,12.66
600332,白云山,1,Boll,50,20.95,12,12570.0,20.95,19.9,22.0,20.95
600350,山东高速,1,Boll,50,10.63,12,11693.0,10.63,10.1,11.16,10.63
600352,浙江龙盛,1,Boll,50,10.34,12,12408.0,10.34,9.82,10.86,10.34
600356,恒丰纸业,1,Boll,50,8.27,12,12405.0,8.27,7.86,8.68,8.27
600371,万向德农,1,Boll,50,7.05,12,11985.0,7.05,6.7,7.4,7.05
600380,健康元,1,Boll,50,9.6,12,11520.0,9.6,9.12,10.08,9.6
600406,国电南瑞,1,Boll,50,22.39,12,11195.0,22.39,21.27,23.51,22.39
600419,天润乳业,1,Boll,50,7.91,12,11865.0,7.91,7.51,8.31,7.91
600444,国机通用,1,Boll,50,14.12,12,11296.0,14.12,13.41,14.83,14.12
600449,宁夏建材,1,Boll,50,12.48,12,12480.0,12.48,11.86,13.1,12.48
600455,博通股份,1,Boll,50,24.26,12,12130.0,24.26,23.05,25.47,24.26
600479,千金药业,1,Boll,50,9.41,12,12233.0,9.41,8.94,9.88,9.41
600490,鹏欣资源,1,Boll,50,6.61,12,11898.0,6.61,6.28,6.94,6.61
600493,XD凤竹纺,1,Boll,50,5.99,12,11980.0,5.99,5.69,6.29,5.99
600497,驰宏锌锗,1,Boll,50,8.44,12,11816.0,8.44,8.02,8.86,8.44
600499,科达制造,1,Boll,50,14.62,12,11696.0,14.62,13.89,15.35,14.62
600506,统一股份,1,Boll,50,16.34,12,11438.0,16.34,15.52,17.16,16.34
600513,联环药业,1,Boll,50,15.7,12,12560.0,15.7,14.91,16.48,15.7
600538,国发股份,1,Boll,50,5.91,12,11820.0,5.91,5.61,6.21,5.91
600547,山东黄金,1,Boll,50,26.75,12,10700.0,26.75,25.41,28.09,26.75
600548,深高速,1,Boll,50,8.53,12,11942.0,8.53,8.1,8.96,8.53
600550,保变电气,1,Boll,50,11.86,12,11860.0,11.86,11.27,12.45,11.86
600557,康缘药业,1,Boll,50,11.7,12,11700.0,11.7,11.11,12.29,11.7
600560,金自天正,1,Boll,50,11.92,12,11920.0,11.92,11.32,12.52,11.92
600562,国睿科技,1,Boll,50,20.85,12,12510.0,20.85,19.81,21.89,20.85
600576,祥源文旅,1,Boll,50,5.62,12,11802.0,5.62,5.34,5.9,5.62
600583,海油工程,1,Boll,50,5.43,12,11946.0,5.43,5.16,5.7,5.43
600588,用友网络,1,Boll,50,9.9,12,11880.0,9.9,9.4,10.4,9.9
600589,大位科技,1,Boll,50,9.43,12,12259.0,9.43,8.96,9.9,9.43
600595,中孚实业,1,Boll,50,6.6,12,11880.0,6.6,6.27,6.93,6.6
600597,光明乳业,1,Boll,50,6.61,12,11898.0,6.61,6.28,6.94,6.61
600598,北大荒,1,Boll,50,14.0,12,12600.0,14.0,13.3,14.7,14.0
600601,方正科技,1,Boll,50,11.72,12,11720.0,11.72,11.13,12.31,11.72
600621,华鑫股份,1,Boll,50,11.99,12,11990.0,11.99,11.39,12.59,11.99
600628,新世界,1,Boll,50,6.04,12,12080.0,6.04,5.74,6.34,6.04
600637,东方明珠,1,Boll,50,8.44,12,11816.0,8.44,8.02,8.86,8.44
600639,浦东金桥,1,Boll,50,9.64,12,11568.0,9.64,9.16,10.12,9.64
600640,国脉文化,1,Boll,50,10.51,12,11561.0,10.51,9.98,11.04,10.51
600645,中源协和,1,Boll,50,18.19,12,12733.0,18.19,17.28,19.1,18.19
600650,锦江在线,1,Boll,50,10.11,12,12132.0,10.11,9.6,10.62,10.11
600651,飞乐音响,1,Boll,50,6.01,12,12020.0,6.01,5.71,6.31,6.01
600663,陆家嘴,1,Boll,50,6.44,12,12236.0,6.44,6.12,6.76,6.44
600668,尖峰集团,1,Boll,50,7.23,12,12291.0,7.23,6.87,7.59,7.23
600671,天目药业,1,Boll,50,15.94,12,12752.0,15.94,15.14,16.74,15.94
600679,上海凤凰,1,Boll,50,9.31,12,12103.0,9.31,8.84,9.78,9.31
600686,金龙汽车,1,Boll,50,12.3,12,12300.0,12.3,11.69,12.92,12.3
600694,大商股份,1,Boll,50,14.42,12,11536.0,14.42,13.7,15.14,14.42
600697,欧亚集团,1,Boll,50,10.7,12,11770.0,10.7,10.16,11.23,10.7
600703,三安光电,1,Boll,50,15.26,12,12208.0,15.26,14.5,16.02,15.26
600706,曲江文旅,1,Boll,50,7.65,12,12240.0,7.65,7.27,8.03,7.65
600710,苏美达,1,Boll,50,10.44,12,11484.0,10.44,9.92,10.96,10.44
600713,南京医药,1,Boll,50,4.71,12,11775.0,4.71,4.47,4.95,4.71
600718,东软集团,1,Boll,50,7.73,12,12368.0,7.73,7.34,8.12,7.73
600727,鲁北化工,1,Boll,50,7.55,12,12080.0,7.55,7.17,7.93,7.55
600731,湖南海利,1,Boll,50,5.4,12,11880.0,5.4,5.13,5.67,5.4
600735,ST新华锦,1,Boll,50,6.13,12,12260.0,6.13,5.82,6.44,6.13
600741,华域汽车,1,Boll,50,16.65,12,11655.0,16.65,15.82,17.48,16.65
600754,锦江酒店,1,Boll,50,19.29,12,11574.0,19.29,18.33,20.25,19.29
600756,浪潮软件,1,Boll,50,12.91,12,11619.0,12.91,12.26,13.56,12.91
600761,安徽合力,1,Boll,50,16.02,12,11214.0,16.02,15.22,16.82,16.02
600765,中航重机,1,Boll,50,13.27,12,11943.0,13.27,12.61,13.93,13.27
600768,宁波富邦,1,Boll,50,15.1,12,12080.0,15.1,14.34,15.86,15.1
600778,友好集团,1,Boll,50,5.64,12,11844.0,5.64,5.36,5.92,5.64
600779,水井坊,1,Boll,50,28.5,12,11400.0,28.5,27.07,29.93,28.5
600780,通宝能源,1,Boll,50,6.51,12,11718.0,6.51,6.18,6.84,6.51
600784,鲁银投资,1,Boll,50,6.83,12,12294.0,6.83,6.49,7.17,6.83
600803,新奥股份,1,Boll,50,17.18,12,12026.0,17.18,16.32,18.04,17.18
600814,杭州解百,1,Boll,50,6.77,12,12186.0,6.77,6.43,7.11,6.77
600817,宇通重工,1,Boll,50,9.25,12,12025.0,9.25,8.79,9.71,9.25
600818,ST中路,1,Boll,50,5.6,12,11760.0,5.6,5.32,5.88,5.6
600819,耀皮玻璃,1,Boll,50,6.38,12,12122.0,6.38,6.06,6.7,6.38
600820,隧道股份,1,Boll,50,5.37,12,11814.0,5.37,5.1,5.64,5.37
600822,上海物贸,1,Boll,50,8.31,12,11634.0,8.31,7.89,8.73,8.31
600827,百联股份,1,Boll,50,7.74,12,12384.0,7.74,7.35,8.13,7.74
600829,人民同泰,1,Boll,50,8.28,12,11592.0,8.28,7.87,8.69,8.28
600833,第一医药,1,Boll,50,9.87,12,11844.0,9.87,9.38,10.36,9.87
600834,申通地铁,1,Boll,50,7.15,12,12155.0,7.15,6.79,7.51,7.15
600845,宝信软件,1,Boll,50,17.91,12,12537.0,17.91,17.01,18.81,17.91
600846,同济科技,1,Boll,50,10.05,12,12060.0,10.05,9.55,10.55,10.05
600850,电科数字,1,Boll,50,15.09,12,12072.0,15.09,14.34,15.84,15.09
600851,海欣股份,1,Boll,50,7.11,12,12087.0,7.11,6.75,7.47,7.11
600859,王府井,1,Boll,50,10.18,12,12216.0,10.18,9.67,10.69,10.18
600872,XD中炬高,1,Boll,50,17.09,12,11963.0,17.09,16.24,17.94,17.09
600873,梅花生物,1,Boll,50,8.73,12,12222.0,8.73,8.29,9.17,8.73
600876,凯盛新能,1,Boll,50,8.41,12,11774.0,8.41,7.99,8.83,8.41
600883,博闻科技,1,Boll,50,7.78,12,11670.0,7.78,7.39,8.17,7.78
600884,杉杉股份,1,Boll,50,13.1,12,11790.0,13.1,12.44,13.76,13.1
600916,中国黄金,1,Boll,50,7.32,12,11712.0,7.32,6.95,7.69,7.32
600918,中泰证券,1,Boll,50,5.19,12,11937.0,5.19,4.93,5.45,5.19
600938,XD中国海,1,Boll,50,33.25,12,13300.0,33.25,31.59,34.91,33.25
600958,东方证券,1,Boll,50,8.82,12,12348.0,8.82,8.38,9.26,8.82
600962,国投中鲁,1,Boll,50,23.83,12,11915.0,23.83,22.64,25.02,23.83
600967,内蒙一机,1,Boll,50,11.48,12,11480.0,11.48,10.91,12.05,11.48
600976,健民集团,1,Boll,50,26.27,12,13135.0,26.27,24.96,27.58,26.27
600993,马应龙,1,Boll,50,23.32,12,11660.0,23.32,22.15,24.49,23.32
600995,南网储能,1,Boll,50,13.15,12,11835.0,13.15,12.49,13.81,13.15
601007,金陵饭店,1,Boll,50,6.41,12,12179.0,6.41,6.09,6.73,6.41
601019,山东出版,1,Boll,50,6.67,12,12006.0,6.67,6.34,7.0,6.67
601058,赛轮轮胎,1,Boll,50,12.18,12,12180.0,12.18,11.57,12.79,12.18
601069,西部黄金,1,Boll,50,24.81,12,12405.0,24.81,23.57,26.05,24.81
601086,国芳集团,1,Boll,50,7.0,12,11900.0,7.0,6.65,7.35,7.0
601089,福元医药,1,Boll,50,16.4,12,11480.0,16.4,15.58,17.22,16.4
601098,XD中南传,1,Boll,50,10.72,12,11792.0,10.72,10.18,11.26,10.72
601108,财通证券,1,Boll,50,7.29,12,11664.0,7.29,6.93,7.65,7.29
601117,中国化学,1,Boll,50,7.34,12,11744.0,7.34,6.97,7.71,7.34
601136,首创证券,1,Boll,50,13.57,12,12213.0,13.57,12.89,14.25,13.57
601139,深圳燃气,1,Boll,50,6.04,12,12080.0,6.04,5.74,6.34,6.04
601198,东兴证券,1,Boll,50,12.31,12,12310.0,12.31,11.69,12.93,12.31
601200,上海环境,1,Boll,50,7.21,12,12257.0,7.21,6.85,7.57,7.21
601512,中新集团,1,Boll,50,7.97,12,11955.0,7.97,7.57,8.37,7.97
601555,东吴证券,1,Boll,50,7.39,12,11824.0,7.39,7.02,7.76,7.39
601567,三星电气,1,Boll,50,13.96,12,12564.0,13.96,13.26,14.66,13.96
601579,会稽山,1,Boll,50,15.41,12,12328.0,15.41,14.64,16.18,15.41
601598,中国外运,1,Boll,50,5.55657388,12,12224.0,5.55657388,5.28,5.83,5.56
601607,上海医药,1,Boll,50,16.24,12,11368.0,16.24,15.43,17.05,16.24
601608,中信重工,1,Boll,50,5.15,12,11845.0,5.15,4.89,5.41,5.15
601677,明泰铝业,1,Boll,50,16.48,12,11536.0,16.48,15.66,17.3,16.48
601686,友发集团,1,Boll,50,4.98,12,11952.0,4.98,4.73,5.23,4.98
601696,中银证券,1,Boll,50,10.49,12,11539.0,10.49,9.97,11.01,10.49
601702,华峰铝业,1,Boll,50,16.82,12,11774.0,16.82,15.98,17.66,16.82
601717,中创智领,1,Boll,50,16.27,12,11389.0,16.27,15.46,17.08,16.27
601801,皖新传媒,1,Boll,50,5.12,12,11776.0,5.12,4.86,5.38,5.12
601811,新华文轩,1,Boll,50,12.19,12,12190.0,12.19,11.58,12.8,12.19
601827,三峰环境,1,Boll,50,7.45,12,11920.0,7.45,7.08,7.82,7.45
601857,中国石油,1,Boll,50,10.08,12,12096.0,10.08,9.58,10.58,10.08
601858,中国科传,1,Boll,50,20.89,12,12534.0,20.89,19.85,21.93,20.89
601878,浙商证券,1,Boll,50,9.04,12,11752.0,9.04,8.59,9.49,9.04
601881,中国银河,1,Boll,50,11.96,12,11960.0,11.96,11.36,12.56,11.96
601890,亚星锚链,1,Boll,50,8.33,12,11662.0,8.33,7.91,8.75,8.33
601900,南方传媒,1,Boll,50,11.63,12,11630.0,11.63,11.05,12.21,11.63
601901,方正证券,1,Boll,50,6.49,12,11682.0,6.49,6.17,6.81,6.49
601965,中国汽研,1,Boll,50,13.58,12,12222.0,13.58,12.9,14.26,13.58
601966,玲珑轮胎,1,Boll,50,11.73608416,12,11736.0,11.73608416,11.15,12.32,11.74
601990,南京证券,1,Boll,50,6.35,12,12065.0,6.35,6.03,6.67,6.35
603000,人民网,1,Boll,50,16.03,12,11221.0,16.03,15.23,16.83,16.03
603006,联明股份,1,Boll,50,12.99,12,11691.0,12.99,12.34,13.64,12.99
603018,华设集团,1,Boll,50,5.5,12,12100.0,5.5,5.22,5.78,5.5
603033,三维股份,1,Boll,50,9.48,12,12324.0,9.48,9.01,9.95,9.48
603035,常熟汽饰,1,Boll,50,11.5,12,11500.0,11.5,10.92,12.08,11.5
603037,凯众股份,1,Boll,50,11.56,12,11560.0,11.56,10.98,12.14,11.56
603042,华脉科技,1,Boll,50,14.27,12,11416.0,14.27,13.56,14.98,14.27
603050,科林电气,1,Boll,50,19.26,12,11556.0,19.26,18.3,20.22,19.26
603053,成都燃气,1,Boll,50,8.59,12,12026.0,8.59,8.16,9.02,8.59
603055,台华新材,1,Boll,50,8.09,12,12135.0,8.09,7.69,8.49,8.09
603057,紫燕食品,1,Boll,50,23.63,12,11815.0,23.63,22.45,24.81,23.63
603069,海汽集团,1,Boll,50,13.92,12,12528.0,13.92,13.22,14.62,13.92
603070,万控智造,1,Boll,50,14.31,12,11448.0,14.31,13.59,15.03,14.31
603075,热威股份,1,Boll,50,22.51,12,11255.0,22.51,21.38,23.64,22.51
603076,乐惠国际,1,Boll,50,22.9,12,11450.0,22.9,21.75,24.04,22.9
603079,圣达生物,1,Boll,50,12.66,12,11394.0,12.66,12.03,13.29,12.66
603097,江苏华辰,1,Boll,50,17.59,12,12313.0,17.59,16.71,18.47,17.59
603098,森特股份,1,Boll,50,11.66,12,11660.0,11.66,11.08,12.24,11.66
603100,川仪股份,1,Boll,50,18.05,12,12635.0,18.05,17.15,18.95,18.05
603106,恒银科技,1,Boll,50,7.0,12,11900.0,7.0,6.65,7.35,7.0
603107,上海汽配,1,Boll,50,12.41,12,12410.0,12.41,11.79,13.03,12.41
603109,神驰机电,1,Boll,50,18.37,12,12859.0,18.37,17.45,19.29,18.37
603111,康尼机电,1,Boll,50,5.74,12,12054.0,5.74,5.45,6.03,5.74
603123,翠微股份,1,Boll,50,9.0,12,11700.0,9.0,8.55,9.45,9.0
603128,华贸物流,1,Boll,50,5.27,12,12121.0,5.27,5.01,5.53,5.27
603132,金徽股份,1,Boll,50,15.86,12,12688.0,15.86,15.07,16.65,15.86
603136,天目湖,1,Boll,50,8.85,12,12390.0,8.85,8.41,9.29,8.85
603137,恒尚节能,1,Boll,50,11.54,12,11540.0,11.54,10.96,12.12,11.54
603153,上海建科,1,Boll,50,13.67,12,12303.0,13.67,12.99,14.35,13.67
603158,腾龙股份,1,Boll,50,13.03,12,11727.0,13.03,12.38,13.68,13.03
603165,荣晟环保,1,Boll,50,14.8,12,11840.0,14.8,14.06,15.54,14.8
603167,XD渤海轮,1,Boll,50,8.53,12,11942.0,8.53,8.1,8.96,8.53
603169,兰石重装,1,Boll,50,7.26,12,12342.0,7.26,6.9,7.62,7.26
603170,宝立食品,1,Boll,50,11.64,12,11640.0,11.64,11.06,12.22,11.64
603177,德创环保,1,Boll,50,9.33,12,12129.0,9.33,8.86,9.8,9.33
603187,海容冷链,1,Boll,50,12.13,12,12130.0,12.13,11.52,12.74,12.13
603190,亚通精工,1,Boll,50,25.08,12,12540.0,25.08,23.83,26.33,25.08
603192,汇得科技,1,Boll,50,18.77,12,11262.0,18.77,17.83,19.71,18.77
603193,润本股份,1,Boll,50,21.06,12,12636.0,21.06,20.01,22.11,21.06
603196,璞源材料,1,Boll,50,21.34,12,12804.0,21.34,20.27,22.41,21.34
603209,兴通股份,1,Boll,50,12.65,12,11385.0,12.65,12.02,13.28,12.65
603214,爱婴室,1,Boll,50,13.47,12,12123.0,13.47,12.8,14.14,13.47
603216,梦天家居,1,Boll,50,22.15,12,11075.0,22.15,21.04,23.26,22.15
603218,日月股份,1,Boll,50,10.63,12,11693.0,10.63,10.1,11.16,10.63
603219,富佳股份,1,Boll,50,14.82,12,11856.0,14.82,14.08,15.56,14.82
603222,济民健康,1,Boll,50,7.99,12,11985.0,7.99,7.59,8.39,7.99
603230,内蒙新华,1,Boll,50,9.37,12,12181.0,9.37,8.9,9.84,9.37
603231,索宝蛋白,1,Boll,50,15.02,12,12016.0,15.02,14.27,15.77,15.02
603235,天新药业,1,Boll,50,22.48,12,11240.0,22.48,21.36,23.6,22.48
603248,XD锡华科,1,Boll,50,22.88,12,11440.0,22.88,21.74,24.02,22.88
603258,电魂网络,1,Boll,50,13.08,12,11772.0,13.08,12.43,13.73,13.08
603262,技源集团,1,Boll,50,26.1,12,13050.0,26.1,24.8,27.41,26.1
603277,银都股份,1,Boll,50,10.97,12,12067.0,10.97,10.42,11.52,10.97
603280,南方路机,1,Boll,50,27.05,12,10820.0,27.05,25.7,28.4,27.05
603282,亚光股份,1,Boll,50,14.66,12,11728.0,14.66,13.93,15.39,14.66
603289,泰瑞机器,1,Boll,50,9.05,12,11765.0,9.05,8.6,9.5,9.05
603291,联合水务,1,Boll,50,9.17,12,11921.0,9.17,8.71,9.63,9.17
603293,埃泰克,1,Boll,50,39.63,12,11889.0,39.63,37.65,41.61,39.63
603298,杭叉集团,1,Boll,50,23.13,12,11565.0,23.13,21.97,24.29,23.13
603326,我乐家居,1,Boll,50,6.91,12,11747.0,6.91,6.56,7.26,6.91
603329,上海雅仕,1,Boll,50,9.82,12,11784.0,9.82,9.33,10.31,9.82
603339,四方科技,1,Boll,50,12.71,12,11439.0,12.71,12.07,13.35,12.71
603344,星德胜,1,Boll,50,28.7,12,11480.0,28.7,27.26,30.14,28.7
603352,至信股份,1,Boll,50,27.58,12,11032.0,27.58,26.2,28.96,27.58
603356,华菱精工,1,Boll,50,17.46,12,12222.0,17.46,16.59,18.33,17.46
603357,设计总院,1,Boll,50,6.48,12,12312.0,6.48,6.16,6.8,6.48
603366,日出东方,1,Boll,50,6.8,12,12240.0,6.8,6.46,7.14,6.8
603367,辰欣药业,1,Boll,50,13.03,12,11727.0,13.03,12.38,13.68,13.03
603376,大明电子,1,Boll,50,25.75,12,12875.0,25.75,24.46,27.04,25.75
603385,惠达卫浴,1,Boll,50,5.37,12,11814.0,5.37,5.1,5.64,5.37
603390,通达电气,1,Boll,50,11.22,12,12342.0,11.22,10.66,11.78,11.22
603392,万泰生物,1,Boll,50,28.93,12,11572.0,28.93,27.48,30.38,28.93
603398,*ST沐邦,1,Boll,50,13.12,12,11808.0,13.12,12.46,13.78,13.12
603406,天富龙,1,Boll,50,27.35,12,10940.0,27.35,25.98,28.72,27.35
603409,汇通控股,1,Boll,50,23.45,12,11725.0,23.45,22.28,24.62,23.45
603421,鼎信通讯,1,Boll,50,6.46,12,12274.0,6.46,6.14,6.78,6.46
603456,九洲药业,1,Boll,50,12.18,12,12180.0,12.18,11.57,12.79,12.18
603477,巨星农牧,1,Boll,50,13.88,12,12492.0,13.88,13.19,14.57,13.88
603489,八方股份,1,Boll,50,31.23,12,12492.0,31.23,29.67,32.79,31.23
603515,欧普照明,1,Boll,50,17.48521944,12,12240.0,17.48521944,16.61,18.36,17.49
603517,ST绝味,1,Boll,50,11.8,12,11800.0,11.8,11.21,12.39,11.8
603518,锦泓集团,1,Boll,50,8.19,12,12285.0,8.19,7.78,8.6,8.19
603528,多伦科技,1,Boll,50,6.48,12,12312.0,6.48,6.16,6.8,6.48
603529,爱玛科技,1,Boll,50,20.02,12,12012.0,20.02,19.02,21.02,20.02
603536,惠发食品,1,Boll,50,8.76,12,12264.0,8.76,8.32,9.2,8.76
603556,海兴电力,1,Boll,50,22.75,12,11375.0,22.75,21.61,23.89,22.75
603566,普莱柯,1,Boll,50,9.84,12,11808.0,9.84,9.35,10.33,9.84
603583,捷昌驱动,1,Boll,50,23.84,12,11920.0,23.84,22.65,25.03,23.84
603587,地素时尚,1,Boll,50,11.99,12,11990.0,11.99,11.39,12.59,11.99
603589,口子窖,1,Boll,50,19.43,12,11658.0,19.43,18.46,20.4,19.43
603598,引力传媒,1,Boll,50,19.04,12,11424.0,19.04,18.09,19.99,19.04
603599,广信股份,1,Boll,50,10.43,12,12516.0,10.43,9.91,10.95,10.43
603600,永艺股份,1,Boll,50,9.59,12,12467.0,9.59,9.11,10.07,9.59
603602,纵横通信,1,Boll,50,12.74,12,11466.0,12.74,12.1,13.38,12.74
603609,禾丰股份,1,Boll,50,6.11,12,12220.0,6.11,5.8,6.42,6.11
603610,麒盛科技,1,Boll,50,16.94,12,11858.0,16.94,16.09,17.79,16.94
603615,茶花股份,1,Boll,50,17.39,12,12173.0,17.39,16.52,18.26,17.39
603626,科森科技,1,Boll,50,21.31,12,12786.0,21.31,20.24,22.38,21.31
603630,拉芳家化,1,Boll,50,12.8,12,11520.0,12.8,12.16,13.44,12.8
603633,徕木股份,1,Boll,50,7.47,12,11952.0,7.47,7.1,7.84,7.47
603639,海利尔,1,Boll,50,10.8,12,11880.0,10.8,10.26,11.34,10.8
603648,畅联股份,1,Boll,50,8.58,12,12012.0,8.58,8.15,9.01,8.58
603659,璞泰来,1,Boll,50,27.23,12,10892.0,27.23,25.87,28.59,27.23
603660,苏州科达,1,Boll,50,11.03,12,12133.0,11.03,10.48,11.58,11.03
603685,晨丰科技,1,Boll,50,30.0,12,12000.0,30.0,28.5,31.5,30.0
603686,福龙马,1,Boll,50,13.92,12,12528.0,13.92,13.22,14.62,13.92
603689,皖天然气,1,Boll,50,7.67,12,12272.0,7.67,7.29,8.05,7.67
603693,江苏新能,1,Boll,50,14.03570432,12,12632.0,14.03570432,13.33,14.74,14.04
603696,安记食品,1,Boll,50,12.48,12,12480.0,12.48,11.86,13.1,12.48
603701,德宏股份,1,Boll,50,22.54,12,11270.0,22.54,21.41,23.67,22.54
603706,东方环宇,1,Boll,50,20.33,12,12198.0,20.33,19.31,21.35,20.33
603707,健友股份,1,Boll,50,7.52,12,12032.0,7.52,7.14,7.9,7.52
603708,家家悦,1,Boll,50,9.39,12,12207.0,9.39,8.92,9.86,9.39
603711,香飘飘,1,Boll,50,12.84,12,11556.0,12.84,12.2,13.48,12.84
603712,七一二,1,Boll,50,13.26,12,11934.0,13.26,12.6,13.92,13.26
603759,海天股份,1,Boll,50,7.34,12,11744.0,7.34,6.97,7.71,7.34
603766,隆鑫通用,1,Boll,50,12.31,12,12310.0,12.31,11.69,12.93,12.31
603777,来伊份,1,Boll,50,15.98,12,12784.0,15.98,15.18,16.78,15.98
603787,新日股份,1,Boll,50,9.66,12,11592.0,9.66,9.18,10.14,9.66
603789,ST星农,1,Boll,50,5.4,12,11880.0,5.4,5.13,5.67,5.4
603803,瑞斯康达,1,Boll,50,11.6,12,11600.0,11.6,11.02,12.18,11.6
603806,福斯特,1,Boll,50,15.23,12,12184.0,15.23,14.47,15.99,15.23
603811,诚意药业,1,Boll,50,7.13,12,12121.0,7.13,6.77,7.49,7.13
603816,顾家家居,1,Boll,50,25.41,12,12705.0,25.41,24.14,26.68,25.41
603817,海峡环保,1,Boll,50,5.81,12,12201.0,5.81,5.52,6.1,5.81
603819,神力股份,1,Boll,50,11.52,12,11520.0,11.52,10.94,12.1,11.52
603829,洛凯股份,1,Boll,50,19.0,12,11400.0,19.0,18.05,19.95,19.0
603848,好太太,1,Boll,50,13.57,12,12213.0,13.57,12.89,14.25,13.57
603858,步长制药,1,Boll,50,14.48,12,11584.0,14.48,13.76,15.2,14.48
603861,白云电器,1,Boll,50,14.7,12,11760.0,14.7,13.96,15.44,14.7
603881,数据港,1,Boll,50,25.97,12,12985.0,25.97,24.67,27.27,25.97
603882,金域医学,1,Boll,50,23.55,12,11775.0,23.55,22.37,24.73,23.55
603883,老百姓,1,Boll,50,11.41,12,12551.0,11.41,10.84,11.98,11.41
603887,城地香江,1,Boll,50,10.46,12,11506.0,10.46,9.94,10.98,10.46
603900,莱绅通灵,1,Boll,50,6.24,12,11856.0,6.24,5.93,6.55,6.24
603915,国茂股份,1,Boll,50,15.21,12,12168.0,15.21,14.45,15.97,15.21
603918,金桥信息,1,Boll,50,10.46,12,11506.0,10.46,9.94,10.98,10.46
603922,ST金鸿顺,1,Boll,50,13.89,12,12501.0,13.89,13.2,14.58,13.89
603926,铁流股份,1,Boll,50,18.92,12,11352.0,18.92,17.97,19.87,18.92
603927,中科软,1,Boll,50,14.38,12,11504.0,14.38,13.66,15.1,14.38
603949,雪龙集团,1,Boll,50,14.62,12,11696.0,14.62,13.89,15.35,14.62
603958,哈森股份,1,Boll,50,19.05,12,11430.0,19.05,18.1,20.0,19.05
603960,克来机电,1,Boll,50,19.72,12,11832.0,19.72,18.73,20.71,19.72
603967,中创物流,1,Boll,50,11.76,12,11760.0,11.76,11.17,12.35,11.76
603968,醋化股份,1,Boll,50,10.3,12,12360.0,10.3,9.79,10.82,10.3
603970,中农立华,1,Boll,50,10.64,12,11704.0,10.64,10.11,11.17,10.64
603977,国泰集团,1,Boll,50,12.73,12,11457.0,12.73,12.09,13.37,12.73
603980,吉华集团,1,Boll,50,5.39,12,11858.0,5.39,5.12,5.66,5.39
603982,泉峰汽车,1,Boll,50,6.3,12,11970.0,6.3,5.98,6.62,6.3
605001,威奥股份,1,Boll,50,5.99,12,11980.0,5.99,5.69,6.29,5.99
605007,五洲特纸,1,Boll,50,12.79,12,11511.0,12.79,12.15,13.43,12.79
605050,福然德,1,Boll,50,10.22,12,12264.0,10.22,9.71,10.73,10.22
605080,浙江自然,1,Boll,50,20.68,12,12408.0,20.68,19.65,21.71,20.68
605086,龙高股份,1,Boll,50,27.6,12,11040.0,27.6,26.22,28.98,27.6
605089,味知香,1,Boll,50,20.26,12,12156.0,20.26,19.25,21.27,20.26
605108,同庆楼,1,Boll,50,12.44,12,12440.0,12.44,11.82,13.06,12.44
605122,四方新材,1,Boll,50,12.05,12,12050.0,12.05,11.45,12.65,12.05
605138,盛泰集团,1,Boll,50,6.25,12,11875.0,6.25,5.94,6.56,6.25
605162,新中港,1,Boll,50,9.33713984,12,12138.0,9.33713984,8.87,9.8,9.34
605166,聚合顺,1,Boll,50,9.54,12,12402.0,9.54,9.06,10.02,9.54
605177,东亚药业,1,Boll,50,20.7,12,12420.0,20.7,19.66,21.73,20.7
605183,确成股份,1,Boll,50,14.36,12,11488.0,14.36,13.64,15.08,14.36
605188,国光连锁,1,Boll,50,12.86,12,11574.0,12.86,12.22,13.5,12.86
605199,ST葫芦娃,1,Boll,50,6.28,12,11932.0,6.28,5.97,6.59,6.28
605222,起帆电缆,1,Boll,50,23.99,12,11995.0,23.99,22.79,25.19,23.99
605258,协和电子,1,Boll,50,33.4,12,13360.0,33.4,31.73,35.07,33.4
605259,绿田机械,1,Boll,50,17.7,12,12390.0,17.7,16.81,18.59,17.7
605268,王力安防,1,Boll,50,9.53,12,12389.0,9.53,9.05,10.01,9.53
605277,新亚电子,1,Boll,50,16.9878639,12,11892.0,16.9878639,16.14,17.84,16.99
605333,沪光股份,1,Boll,50,18.35,12,12845.0,18.35,17.43,19.27,18.35
605338,巴比食品,1,Boll,50,19.28,12,11568.0,19.28,18.32,20.24,19.28
605377,华旺科技,1,Boll,50,8.12,12,12180.0,8.12,7.71,8.53,8.12
605378,野马电池,1,Boll,50,15.27,12,12216.0,15.27,14.51,16.03,15.27
605398,新炬网络,1,Boll,50,22.63,12,11315.0,22.63,21.5,23.76,22.63
605577,龙版传媒,1,Boll,50,9.49,12,12337.0,9.49,9.02,9.96,9.49
