股票代码,股票名称,买入价格,买入日期,当前价格,持仓数量,最低价格,最高价格,当前盈亏,当前浮亏,最大浮亏,目标浮亏,止损价格,信号,加仓价格
601816,京沪高铁,5.29,20250904,5.18,400,5.15,5.33,-44.00000000000013,44.00000000000013,55.99999999999987,126.96000000000005,4.9726,未触发止损,5.106299999999999
