股票代码,股票名称,综合分
300578,会畅科技,76.32
000422,湖北宜化,76.12
600970,中材国际,75.96
002286,保龄宝,75.86
000166,申万宏源,75.68
600600,XD青岛啤,75.66
600874,创业环保,75.65
603896,寿仙谷,75.51
000779,甘咨询,75.38
002368,太极股份,75.27
600039,四川路桥,75.26
000962,东方钽业,75.08
603617,君禾股份,74.98
600008,首创环保,74.85
603315,福鞍股份,74.82
601636,旗滨集团,74.79
603351,威尔药业,74.63
002263,大东南,74.18
603027,千禾味业,74.17
600886,国投电力,73.99
603323,苏农银行,73.73
002061,浙江交科,73.27
603527,众源新材,73.21
002059,云南旅游,73.08
603458,勘设股份,73.02
002534,西子洁能,72.88
001395,亚联机械,72.84
600714,金瑞矿业,72.34
600030,中信证券,72.27
002839,张家港行,72.23
002039,黔源电力,72.15
003022,联泓新科,72.08
000151,中成股份,72.0
600025,华能水电,71.84
603195,公牛集团,71.79
600861,北京人力,71.67
300308,中际旭创,71.59
603393,新天然气,71.5
002356,鹏飞绿能,71.47
002317,众生药业,71.42
